Plage,echantillon,orientation,position,substrat,frequentation,situation,distance,objet,compte,lat,lon
Port Choiseul,GE_Por_5,NE,1,3,3,2,2,fdure,0,46.28966667,6.170716667
Port Choiseul,GE_Por_6,NE,1,3,3,2,2,fdure,1,46.28966667,6.170716667
Port Choiseul,GE_Por_7,NE,2,3,3,2,2,fdure,696,46.28966667,6.170716667
Port Choiseul,GE_Por_9,NE,2,3,3,2,2,fdure,157,46.28966667,6.170716667
Savonnière,GE_Sav_1,NO,1,4,3,1,1,fdure,10,46.26413333,6.199733333
Savonnière,GE_Sav_2,NO,1,4,3,1,1,fdure,2,46.26413333,6.199733333
Savonnière,GE_Sav_3,OSO,1,4,3,1,1,fdure,34,46.26413333,6.199733333
Savonnière,GE_Sav_4,NO,2,2,3,1,1,fdure,28,46.26413333,6.199733333
Savonnière,GE_Sav_6,NO,2,2,3,1,1,fdure,56,46.26413333,6.199733333
Savonnière,GE_Sav_7,NO,2,2,3,1,1,fdure,7,46.26413333,6.199733333
Savonnière,GE_Sav_8,NO,2,2,3,1,1,fdure,8,46.26413333,6.199733333
Savonnière,GE_Sav_9,NO,2,2,3,1,1,fdure,19,46.26413333,6.199733333
Versoix,GE_Ver_1,ESE,1,3,3,1,2,fdure,3,46.27405,6.171316667
Versoix,GE_Ver_2,ESE,1,3,3,1,2,fdure,10,46.27405,6.171316667
Versoix,GE_Ver_3,ESE,1,3,3,1,2,fdure,1,46.27405,6.171316667
Versoix,GE_Ver_4,ESE,2,3,3,1,2,fdure,17,46.27405,6.171316667
Aubonne,VD_Aub_1,ONO,1,4,2,1,4,fdure,5,46.46026667,6.39115
Aubonne,VD_Aub_2,O,1,4,2,1,4,fdure,8,46.46026667,6.39115
Aubonne,VD_Aub_3,OSO,1,4,2,1,4,fdure,2,46.46026667,6.39115
Aubonne,VD_Aub_4,OSO,1,4,2,1,4,fdure,37,46.46026667,6.39115
Aubonne,VD_Aub_5,SO,1,4,2,1,4,fdure,11,46.46026667,6.39115
Aubonne,VD_Aub_6,ONO,2,4,2,1,4,fdure,10,46.46026667,6.39115
Aubonne,VD_Aub_7,OSO,2,4,2,1,4,fdure,5,46.46026667,6.39115
Aubonne,VD_Aub_9,OSO,2,4,2,1,4,fdure,17,46.46026667,6.39115
Clarens,VD_Cls_1,SSO,1,4,3,2,1,fdure,7,46.43941667,6.889566667
Clarens,VD_Cls_2,SSO,1,4,3,2,1,fdure,3,46.43941667,6.889566667
Clarens,VD_Cls_3,SSO,1,4,3,2,1,fdure,7,46.43941667,6.889566667
Clarens,VD_Cls_4,SSO,1,4,3,2,1,fdure,2,46.43941667,6.889566667
Clarens,VD_Cls_5,SSO,2,2,3,2,1,fdure,2,46.43941667,6.889566667
Clarens,VD_Cls_6,SSO,2,2,3,2,1,fdure,17,46.43941667,6.889566667
Crans,VD_Cra_1,SSE,1,2,1,1,3,fdure,2,46.35538333,6.214033333
Cully,VD_Cul_1,SO,1,3,1,1,1,fdure,11,46.48895,6.7414
Cully,VD_Cul_2,SO,2,3,1,1,1,fdure,0,46.48895,6.7414
Gland,VD_Gld_1,E,1,2,2,1,1,fdure,8,46.4188,6.290033333
Grangettes,VD_Grs_1,NO,1,1,2,1,2,fdure,14,46.39621667,6.886716667
Grangettes,VD_Grs_2,NO,1,1,2,1,2,fdure,10,46.39621667,6.886716667
Grangettes,VD_Grs_3,NO,1,1,2,1,2,fdure,10,46.39621667,6.886716667
Grangettes,VD_Grs_4,NO,1,1,2,1,2,fdure,6,46.39621667,6.886716667
Grangettes,VD_Grs_6,NO,2,1,2,1,2,fdure,5,46.39621667,6.886716667
Grangettes,VD_Grs_7,NO,2,1,2,1,2,fdure,2,46.39621667,6.886716667
Lutry,VD_Lut_1,SSE,1,4,3,2,2,fdure,0,46.49995,6.69245
Lutry,VD_Lut_2,SE,1,4,3,2,2,fdure,7,46.49995,6.69245
Lutry,VD_Lut_3,SE,1,4,3,2,2,fdure,2,46.49995,6.69245
Lutry,VD_Lut_4,SE,1,4,3,2,2,fdure,2,46.49995,6.69245
Lutry,VD_Lut_5,SSE,2,2,3,2,2,fdure,4,46.49995,6.69245
Lutry,VD_Lut_6,SE,2,2,3,2,2,fdure,19,46.49995,6.69245
Lutry,VD_Lut_8,SE,2,2,3,2,2,fdure,3,46.49995,6.69245
Pichette,VD_Pic_1,SSE,1,3,2,1,1,fdure,2,46.46991667,6.815783333
Pichette,VD_Pic_2,S,1,3,2,1,1,fdure,6,46.46991667,6.815783333
Pichette,VD_Pic_3,SSE,1,3,2,1,1,fdure,8,46.46991667,6.815783333
Pichette,VD_Pic_4,SSE,2,3,2,1,1,fdure,185,46.46991667,6.815783333
Pichette,VD_Pic_6,S,2,3,2,1,1,fdure,317,46.46991667,6.815783333
Préverenges,VD_Pré_1,SO,1,1,3,1,2,fdure,16,46.51141667,6.529916667
Préverenges,VD_Pré_10,SO,1,1,3,1,2,fdure,40,46.51141667,6.529916667
Préverenges,VD_Pré_11,SO,2,1,3,1,2,fdure,23,46.51141667,6.529916667
Préverenges,VD_Pré_12,SO,2,1,3,1,2,fdure,13,46.51141667,6.529916667
Préverenges,VD_Pré_13,SO,2,1,3,1,2,fdure,10,46.51141667,6.529916667
Préverenges,VD_Pré_14,SO,2,1,3,1,2,fdure,26,46.51141667,6.529916667
Préverenges,VD_Pré_15,SO,2,1,3,1,2,fdure,15,46.51141667,6.529916667
Préverenges,VD_Pré_16,SO,2,1,3,1,2,fdure,14,46.51141667,6.529916667
Préverenges,VD_Pré_17,SO,2,1,3,1,2,fdure,21,46.51141667,6.529916667
Préverenges,VD_Pré_19,SO,2,1,3,1,2,fdure,18,46.51141667,6.529916667
Préverenges,VD_Pré_2,SO,1,1,3,1,2,fdure,40,46.51141667,6.529916667
Préverenges,VD_Pré_20,SO,2,1,3,1,2,fdure,29,46.51141667,6.529916667
Préverenges,VD_Pré_21,SO,2,1,3,1,2,fdure,85,46.51141667,6.529916667
Préverenges,VD_Pré_22,SO,2,1,3,1,2,fdure,30,46.51141667,6.529916667
Préverenges,VD_Pré_23,SO,2,1,3,1,2,fdure,7,46.51141667,6.529916667
Préverenges,VD_Pré_24,SO,2,1,3,1,2,fdure,2,46.51141667,6.529916667
Préverenges,VD_Pré_3,SO,1,1,3,1,2,fdure,112,46.51141667,6.529916667
Préverenges,VD_Pré_4,SO,1,1,3,1,2,fdure,41,46.51141667,6.529916667
Préverenges,VD_Pré_5,SO,1,1,3,1,2,fdure,58,46.51141667,6.529916667
Préverenges,VD_Pré_6,SO,1,1,3,1,2,fdure,15,46.51141667,6.529916667
Préverenges,VD_Pré_7,SO,1,1,3,1,2,fdure,32,46.51141667,6.529916667
Préverenges,VD_Pré_8,SO,1,1,3,1,2,fdure,9,46.51141667,6.529916667
Préverenges,VD_Pré_9,SO,1,1,3,1,2,fdure,43,46.51141667,6.529916667
Rolle,VD_Rol_1,SSO,1,1,3,2,1,fdure,30,46.46133333,6.350633333
Rolle,VD_Rol_10,S,1,1,3,2,1,fdure,10,46.46133333,6.350633333
Rolle,VD_Rol_11,SSO,2,1,3,2,1,fdure,36,46.46133333,6.350633333
Rolle,VD_Rol_12,SSO,2,1,3,2,1,fdure,20,46.46133333,6.350633333
Rolle,VD_Rol_13,SSO,2,1,3,2,1,fdure,198,46.46133333,6.350633333
Rolle,VD_Rol_14,S,2,1,3,2,1,fdure,43,46.46133333,6.350633333
Rolle,VD_Rol_15,S,2,1,3,2,1,fdure,42,46.46133333,6.350633333
Rolle,VD_Rol_16,S,2,1,3,2,1,fdure,12,46.46133333,6.350633333
Rolle,VD_Rol_17,SSE,2,1,3,2,1,fdure,16,46.46133333,6.350633333
Rolle,VD_Rol_18,S,2,1,3,2,1,fdure,12,46.46133333,6.350633333
Rolle,VD_Rol_19,S,2,1,3,2,1,fdure,33,46.46133333,6.350633333
Rolle,VD_Rol_2,SSO,1,1,3,2,1,fdure,35,46.46133333,6.350633333
Rolle,VD_Rol_20,S,2,1,3,2,1,fdure,31,46.46133333,6.350633333
Rolle,VD_Rol_21,SSE,2,1,3,2,1,fdure,154,46.46133333,6.350633333
Rolle,VD_Rol_3,SSO,1,1,3,2,1,fdure,15,46.46133333,6.350633333
Rolle,VD_Rol_4,SSO,1,1,3,2,1,fdure,24,46.46133333,6.350633333
Rolle,VD_Rol_5,S,1,1,3,2,1,fdure,21,46.46133333,6.350633333
Rolle,VD_Rol_6,S,1,1,3,2,1,fdure,40,46.46133333,6.350633333
Rolle,VD_Rol_7,S,1,1,3,2,1,fdure,21,46.46133333,6.350633333
Rolle,VD_Rol_8,SSE,1,1,3,2,1,fdure,41,46.46133333,6.350633333
Rolle,VD_Rol_9,SSE,1,1,3,2,1,fdure,21,46.46133333,6.350633333
Tolochenaz,VD_Tol_1,SE,1,2,1,1,4,fdure,3,46.4917,6.48075
Tolochenaz,VD_Tol_2,SE,1,2,1,1,4,fdure,1,46.4917,6.48075
Tolochenaz,VD_Tol_3,ENE,1,2,1,1,4,fdure,7,46.4917,6.48075
Tolochenaz,VD_Tol_4,ENE,1,2,1,1,4,fdure,6,46.4917,6.48075
Vidy,VD_Vid_1,SO,1,1,3,2,2,fdure,2,46.51121667,6.6109
Vidy,VD_Vid_10,S,2,1,3,2,2,fdure,12,46.51121667,6.6109
Vidy,VD_Vid_11,SO,2,1,3,2,2,fdure,37,46.51121667,6.6109
Vidy,VD_Vid_12,SO,2,1,3,2,2,fdure,62,46.51121667,6.6109
Vidy,VD_Vid_13,S,2,1,3,2,2,fdure,0,46.51121667,6.6109
Vidy,VD_Vid_2,SO,1,1,3,2,2,fdure,10,46.51121667,6.6109
Vidy,VD_Vid_3,SO,1,1,3,2,2,fdure,1,46.51121667,6.6109
Vidy,VD_Vid_4,S,1,1,3,2,2,fdure,2,46.51121667,6.6109
Vidy,VD_Vid_5,S,1,1,3,2,2,fdure,13,46.51121667,6.6109
Vidy,VD_Vid_6,SSE,1,1,3,2,2,fdure,1,46.51121667,6.6109
Vidy,VD_Vid_7,SO,2,1,3,2,2,fdure,45,46.51121667,6.6109
Vidy,VD_Vid_8,SO,2,1,3,2,2,fdure,0,46.51121667,6.6109
Vidy,VD_Vid_9,SO,2,1,3,2,2,fdure,15,46.51121667,6.6109
Bouveret,VS_Bou_1,ONO,1,1,3,1,2,fdure,14,46.389,6.859816667
Bouveret,VS_Bou_10,O,2,1,3,1,2,fdure,14,46.389,6.859816667
Bouveret,VS_Bou_11,O,2,1,3,1,2,fdure,21,46.389,6.859816667
Bouveret,VS_Bou_12,O,2,1,3,1,2,fdure,0,46.389,6.859816667
Bouveret,VS_Bou_2,ONO,1,1,3,1,2,fdure,9,46.389,6.859816667
Bouveret,VS_Bou_3,O,1,1,3,1,2,fdure,1,46.389,6.859816667
Bouveret,VS_Bou_4,O,1,1,3,1,2,fdure,18,46.389,6.859816667
Bouveret,VS_Bou_5,O,1,1,3,1,2,fdure,59,46.389,6.859816667
Bouveret,VS_Bou_6,OSO,1,1,3,1,2,fdure,0,46.389,6.859816667
Bouveret,VS_Bou_7,OSO,1,1,3,1,2,fdure,5,46.389,6.859816667
Bouveret,VS_Bou_8,ONO,2,1,3,1,2,fdure,12,46.389,6.859816667
Bouveret,VS_Bou_9,ONO,2,1,3,1,2,fdure,12,46.389,6.859816667
Amphion,74_Amp_1,NE,1,4,3,1,1,souple,0,46.39811667,6.534083333
Amphion,74_Amp_10,NNE,2,4,3,1,1,souple,24,46.39811667,6.534083333
Amphion,74_Amp_2,NNE,1,4,3,1,1,souple,12,46.39811667,6.534083333
Amphion,74_Amp_3,NE,1,4,3,1,1,souple,0,46.39811667,6.534083333
Amphion,74_Amp_4,NNE,1,4,3,1,1,souple,1,46.39811667,6.534083333
Amphion,74_Amp_5,NE,2,4,3,1,1,souple,7,46.39811667,6.534083333
Amphion,74_Amp_6,NE,2,4,3,1,1,souple,14,46.39811667,6.534083333
Amphion,74_Amp_7,NE,2,4,3,1,1,souple,2,46.39811667,6.534083333
Amphion,74_Amp_8,NNE,2,4,3,1,1,souple,4,46.39811667,6.534083333
Amphion,74_Amp_9,NNE,2,4,3,1,1,souple,7,46.39811667,6.534083333
Anthy,74_Ant_1,NNO,1,4,2,1,1,souple,4,46.35155,6.404266667
Anthy,74_Ant_2,NNO,1,4,2,1,1,souple,16,46.35155,6.404266667
Anthy,74_Ant_3,NNO,1,4,2,1,1,souple,1,46.35155,6.404266667
Anthy,74_Ant_4,NNO,2,4,2,1,1,souple,21,46.35155,6.404266667
Anthy,74_Ant_5,NNO,2,4,2,1,1,souple,6,46.35155,6.404266667
Anthy,74_Ant_6,NNO,2,4,2,1,1,souple,32,46.35155,6.404266667
Excenevex,74_Exc_1,NE,1,1,3,1,1,souple,21,46.34981667,6.3595
Excenevex,74_Exc_10,NE,2,1,3,1,1,souple,49,46.34981667,6.3595
Excenevex,74_Exc_11,NE,2,1,3,1,1,souple,3,46.34981667,6.3595
Excenevex,74_Exc_13,NE,2,1,3,1,1,souple,19,46.34981667,6.3595
Excenevex,74_Exc_14,NE,2,1,3,1,1,souple,7,46.34981667,6.3595
Excenevex,74_Exc_15,NE,2,1,3,1,1,souple,24,46.34981667,6.3595
Excenevex,74_Exc_17,NE,2,1,3,1,1,souple,14,46.34981667,6.3595
Excenevex,74_Exc_18,NE,2,1,3,1,1,souple,33,46.34981667,6.3595
Excenevex,74_Exc_19,NE,2,1,3,1,1,souple,22,46.34981667,6.3595
Excenevex,74_Exc_20,NE,2,1,3,1,1,souple,2,46.34981667,6.3595
Excenevex,74_Exc_21,NE,2,1,3,1,1,souple,5,46.34981667,6.3595
Excenevex,74_Exc_22,NE,2,1,3,1,1,souple,10,46.34981667,6.3595
Excenevex,74_Exc_23,NE,2,1,3,1,1,souple,14,46.34981667,6.3595
Excenevex,74_Exc_25,NE,2,1,3,1,1,souple,32,46.34981667,6.3595
Excenevex,74_Exc_27,NE,2,1,3,1,1,souple,65,46.34981667,6.3595
Excenevex,74_Exc_29,NE,2,1,3,1,1,souple,2,46.34981667,6.3595
Excenevex,74_Exc_3,NE,1,1,3,1,1,souple,10,46.34981667,6.3595
Excenevex,74_Exc_30,NE,2,1,3,1,1,souple,11,46.34981667,6.3595
Excenevex,74_Exc_31,NE,2,1,3,1,1,souple,8,46.34981667,6.3595
Excenevex,74_Exc_32,NE,2,1,3,1,1,souple,42,46.34981667,6.3595
Excenevex,74_Exc_33,NE,2,1,3,1,1,souple,69,46.34981667,6.3595
Excenevex,74_Exc_34,NE,2,1,3,1,1,souple,11,46.34981667,6.3595
Excenevex,74_Exc_4,NE,1,1,3,1,1,souple,9,46.34981667,6.3595
Excenevex,74_Exc_5,NE,1,1,3,1,1,souple,4,46.34981667,6.3595
Excenevex,74_Exc_6,NE,1,1,3,1,1,souple,0,46.34981667,6.3595
Excenevex,74_Exc_7,NE,1,1,3,1,1,souple,3,46.34981667,6.3595
Excenevex,74_Exc_8,NE,1,1,3,1,1,souple,2,46.34981667,6.3595
Excenevex,74_Exc_9,NE,2,1,3,1,1,souple,21,46.34981667,6.3595
Lugrin,74_Lug_1,NNE,1,4,2,1,2,souple,4,46.40485,6.667833333
Lugrin,74_Lug_2,N,1,4,2,1,2,souple,6,46.40485,6.667833333
Lugrin,74_Lug_3,NNO,1,4,2,1,2,souple,5,46.40485,6.667833333
Lugrin,74_Lug_4,N,2,4,2,1,2,souple,18,46.40485,6.667833333
Lugrin,74_Lug_5,N,2,4,2,1,2,souple,68,46.40485,6.667833333
Meillerie,74_Mei_1,N,1,2,1,2,3,souple,5,46.40773333,6.716533333
Saint-Disdille,74_StD_1,N,1,4,2,1,1,souple,2,46.40105,6.502066667
Saint-Disdille,74_StD_2,N,1,4,2,1,1,souple,11,46.40105,6.502066667
Saint-Disdille,74_StD_3,NNO,1,4,2,1,1,souple,30,46.40105,6.502066667
Saint-Disdille,74_StD_4,NNO,1,4,2,1,1,souple,8,46.40105,6.502066667
Saint-Disdille,74_StD_5,NNO,1,4,2,1,1,souple,0,46.40105,6.502066667
Saint-Disdille,74_StD_6,NO,1,4,2,1,1,souple,2,46.40105,6.502066667
Tougues,74_Tou_1,NO,1,2,3,1,2,souple,8,46.32471667,6.256883333
Tougues,74_Tou_10,NO,2,2,3,1,2,souple,23,46.32471667,6.256883333
Tougues,74_Tou_11,NO,2,2,3,1,2,souple,10,46.32471667,6.256883333
Tougues,74_Tou_2,NO,1,2,3,1,2,souple,2,46.32471667,6.256883333
Tougues,74_Tou_3,NO,1,2,3,1,2,souple,6,46.32471667,6.256883333
Tougues,74_Tou_4,NO,1,2,3,1,2,souple,3,46.32471667,6.256883333
Tougues,74_Tou_5,NO,1,2,3,1,2,souple,0,46.32471667,6.256883333
Tougues,74_Tou_6,NO,1,2,3,1,2,souple,1,46.32471667,6.256883333
Tougues,74_Tou_7,NO,2,2,3,1,2,souple,9,46.32471667,6.256883333
Tougues,74_Tou_8,NO,2,2,3,1,2,souple,29,46.32471667,6.256883333
Tougues,74_Tou_9,NO,2,2,3,1,2,souple,9,46.32471667,6.256883333
Baby Plage,GE_Bab_1,NNE,1,1,3,2,2,souple,0,46.20878333,6.16285
Baby Plage,GE_Bab_10,N,2,1,3,2,2,souple,18,46.20878333,6.16285
Baby Plage,GE_Bab_11,N,2,1,3,2,2,souple,50,46.20878333,6.16285
Baby Plage,GE_Bab_2,N,1,1,3,2,2,souple,0,46.20878333,6.16285
Baby Plage,GE_Bab_3,N,1,1,3,2,2,souple,0,46.20878333,6.16285
Baby Plage,GE_Bab_4,N,1,1,3,2,2,souple,0,46.20878333,6.16285
Baby Plage,GE_Bab_5,N,1,1,3,2,2,souple,0,46.20878333,6.16285
Baby Plage,GE_Bab_6,NNE,2,1,3,2,2,souple,0,46.20878333,6.16285
Baby Plage,GE_Bab_7,NNE,2,1,3,2,2,souple,0,46.20878333,6.16285
Baby Plage,GE_Bab_8,N,2,1,3,2,2,souple,4,46.20878333,6.16285
Baby Plage,GE_Bab_9,N,2,1,3,2,2,souple,5,46.20878333,6.16285
Hermance,GE_Her_1,OSO,1,3,3,2,2,souple,0,46.30358333,6.240833333
Hermance,GE_Her_2,OSO,1,3,3,2,2,souple,0,46.30358333,6.240833333
Hermance,GE_Her_3,OSO,1,3,3,2,2,souple,0,46.30358333,6.240833333
Hermance,GE_Her_4,OSO,1,3,3,2,2,souple,0,46.30358333,6.240833333
Hermance,GE_Her_5,OSO,2,3,3,2,2,souple,12,46.30358333,6.240833333
Hermance,GE_Her_6,OSO,2,3,3,2,2,souple,8,46.30358333,6.240833333
Hermance,GE_Her_7,OSO,2,3,3,2,2,souple,21,46.30358333,6.240833333
Hermance,GE_Her_8,OSO,2,3,3,2,2,souple,9,46.30358333,6.240833333
Hermance,GE_Her_9,OSO,2,3,3,2,2,souple,18,46.30358333,6.240833333
Port Choiseul,GE_Por_1,NE,1,3,3,2,2,souple,1,46.28966667,6.170716667
Port Choiseul,GE_Por_10,NE,2,3,3,2,2,souple,20,46.28966667,6.170716667
Port Choiseul,GE_Por_2,NE,1,3,3,2,2,souple,0,46.28966667,6.170716667
Port Choiseul,GE_Por_3,NE,1,3,3,2,2,souple,1,46.28966667,6.170716667
Port Choiseul,GE_Por_4,NE,1,3,3,2,2,souple,5,46.28966667,6.170716667
Port Choiseul,GE_Por_5,NE,1,3,3,2,2,souple,1,46.28966667,6.170716667
Port Choiseul,GE_Por_6,NE,1,3,3,2,2,souple,0,46.28966667,6.170716667
Port Choiseul,GE_Por_7,NE,2,3,3,2,2,souple,23,46.28966667,6.170716667
Port Choiseul,GE_Por_9,NE,2,3,3,2,2,souple,31,46.28966667,6.170716667
Savonnière,GE_Sav_1,NO,1,4,3,1,1,souple,0,46.26413333,6.199733333
Savonnière,GE_Sav_2,NO,1,4,3,1,1,souple,0,46.26413333,6.199733333
Savonnière,GE_Sav_3,OSO,1,4,3,1,1,souple,0,46.26413333,6.199733333
Savonnière,GE_Sav_4,NO,2,2,3,1,1,souple,53,46.26413333,6.199733333
Savonnière,GE_Sav_6,NO,2,2,3,1,1,souple,153,46.26413333,6.199733333
Savonnière,GE_Sav_7,NO,2,2,3,1,1,souple,27,46.26413333,6.199733333
Savonnière,GE_Sav_8,NO,2,2,3,1,1,souple,13,46.26413333,6.199733333
Savonnière,GE_Sav_9,NO,2,2,3,1,1,souple,40,46.26413333,6.199733333
Versoix,GE_Ver_1,ESE,1,3,3,1,2,souple,0,46.27405,6.171316667
Versoix,GE_Ver_2,ESE,1,3,3,1,2,souple,2,46.27405,6.171316667
Versoix,GE_Ver_3,ESE,1,3,3,1,2,souple,0,46.27405,6.171316667
Versoix,GE_Ver_4,ESE,2,3,3,1,2,souple,0,46.27405,6.171316667
Aubonne,VD_Aub_1,ONO,1,4,2,1,4,souple,0,46.46026667,6.39115
Aubonne,VD_Aub_2,O,1,4,2,1,4,souple,0,46.46026667,6.39115
Aubonne,VD_Aub_3,OSO,1,4,2,1,4,souple,1,46.46026667,6.39115
Aubonne,VD_Aub_4,OSO,1,4,2,1,4,souple,0,46.46026667,6.39115
Aubonne,VD_Aub_5,SO,1,4,2,1,4,souple,2,46.46026667,6.39115
Aubonne,VD_Aub_6,ONO,2,4,2,1,4,souple,1,46.46026667,6.39115
Aubonne,VD_Aub_7,OSO,2,4,2,1,4,souple,63,46.46026667,6.39115
Aubonne,VD_Aub_9,OSO,2,4,2,1,4,souple,34,46.46026667,6.39115
Clarens,VD_Cls_1,SSO,1,4,3,2,1,souple,1,46.43941667,6.889566667
Clarens,VD_Cls_2,SSO,1,4,3,2,1,souple,2,46.43941667,6.889566667
Clarens,VD_Cls_3,SSO,1,4,3,2,1,souple,0,46.43941667,6.889566667
Clarens,VD_Cls_4,SSO,1,4,3,2,1,souple,0,46.43941667,6.889566667
Clarens,VD_Cls_5,SSO,2,2,3,2,1,souple,3,46.43941667,6.889566667
Clarens,VD_Cls_6,SSO,2,2,3,2,1,souple,26,46.43941667,6.889566667
Crans,VD_Cra_1,SSE,1,2,1,1,3,souple,0,46.35538333,6.214033333
Cully,VD_Cul_1,SO,1,3,1,1,1,souple,0,46.48895,6.7414
Cully,VD_Cul_2,SO,2,3,1,1,1,souple,0,46.48895,6.7414
Gland,VD_Gld_1,E,1,2,2,1,1,souple,6,46.4188,6.290033333
Grangettes,VD_Grs_1,NO,1,1,2,1,2,souple,502,46.39621667,6.886716667
Grangettes,VD_Grs_2,NO,1,1,2,1,2,souple,166,46.39621667,6.886716667
Grangettes,VD_Grs_3,NO,1,1,2,1,2,souple,0,46.39621667,6.886716667
Grangettes,VD_Grs_4,NO,1,1,2,1,2,souple,316,46.39621667,6.886716667
Grangettes,VD_Grs_6,NO,2,1,2,1,2,souple,53,46.39621667,6.886716667
Grangettes,VD_Grs_7,NO,2,1,2,1,2,souple,21,46.39621667,6.886716667
Lutry,VD_Lut_1,SSE,1,4,3,2,2,souple,0,46.49995,6.69245
Lutry,VD_Lut_2,SE,1,4,3,2,2,souple,1,46.49995,6.69245
Lutry,VD_Lut_3,SE,1,4,3,2,2,souple,2,46.49995,6.69245
Lutry,VD_Lut_4,SE,1,4,3,2,2,souple,0,46.49995,6.69245
Lutry,VD_Lut_5,SSE,2,2,3,2,2,souple,10,46.49995,6.69245
Lutry,VD_Lut_6,SE,2,2,3,2,2,souple,19,46.49995,6.69245
Lutry,VD_Lut_8,SE,2,2,3,2,2,souple,20,46.49995,6.69245
Pichette,VD_Pic_1,SSE,1,3,2,1,1,souple,0,46.46991667,6.815783333
Pichette,VD_Pic_2,S,1,3,2,1,1,souple,0,46.46991667,6.815783333
Pichette,VD_Pic_3,SSE,1,3,2,1,1,souple,0,46.46991667,6.815783333
Pichette,VD_Pic_4,SSE,2,3,2,1,1,souple,5,46.46991667,6.815783333
Pichette,VD_Pic_6,S,2,3,2,1,1,souple,81,46.46991667,6.815783333
Préverenges,VD_Pré_1,SO,1,1,3,1,2,souple,3,46.51141667,6.529916667
Préverenges,VD_Pré_10,SO,1,1,3,1,2,souple,2,46.51141667,6.529916667
Préverenges,VD_Pré_11,SO,2,1,3,1,2,souple,6,46.51141667,6.529916667
Préverenges,VD_Pré_12,SO,2,1,3,1,2,souple,2,46.51141667,6.529916667
Préverenges,VD_Pré_13,SO,2,1,3,1,2,souple,8,46.51141667,6.529916667
Préverenges,VD_Pré_14,SO,2,1,3,1,2,souple,8,46.51141667,6.529916667
Préverenges,VD_Pré_15,SO,2,1,3,1,2,souple,49,46.51141667,6.529916667
Préverenges,VD_Pré_16,SO,2,1,3,1,2,souple,6,46.51141667,6.529916667
Préverenges,VD_Pré_17,SO,2,1,3,1,2,souple,6,46.51141667,6.529916667
Préverenges,VD_Pré_19,SO,2,1,3,1,2,souple,4,46.51141667,6.529916667
Préverenges,VD_Pré_2,SO,1,1,3,1,2,souple,604,46.51141667,6.529916667
Préverenges,VD_Pré_20,SO,2,1,3,1,2,souple,7,46.51141667,6.529916667
Préverenges,VD_Pré_21,SO,2,1,3,1,2,souple,11,46.51141667,6.529916667
Préverenges,VD_Pré_22,SO,2,1,3,1,2,souple,12,46.51141667,6.529916667
Préverenges,VD_Pré_23,SO,2,1,3,1,2,souple,8,46.51141667,6.529916667
Préverenges,VD_Pré_24,SO,2,1,3,1,2,souple,7,46.51141667,6.529916667
Préverenges,VD_Pré_3,SO,1,1,3,1,2,souple,118,46.51141667,6.529916667
Préverenges,VD_Pré_4,SO,1,1,3,1,2,souple,1,46.51141667,6.529916667
Préverenges,VD_Pré_5,SO,1,1,3,1,2,souple,3,46.51141667,6.529916667
Préverenges,VD_Pré_6,SO,1,1,3,1,2,souple,2,46.51141667,6.529916667
Préverenges,VD_Pré_7,SO,1,1,3,1,2,souple,6,46.51141667,6.529916667
Préverenges,VD_Pré_8,SO,1,1,3,1,2,souple,10,46.51141667,6.529916667
Préverenges,VD_Pré_9,SO,1,1,3,1,2,souple,13,46.51141667,6.529916667
Rolle,VD_Rol_1,SSO,1,1,3,2,1,souple,2,46.46133333,6.350633333
Rolle,VD_Rol_10,S,1,1,3,2,1,souple,3,46.46133333,6.350633333
Rolle,VD_Rol_11,SSO,2,1,3,2,1,souple,1,46.46133333,6.350633333
Rolle,VD_Rol_12,SSO,2,1,3,2,1,souple,5,46.46133333,6.350633333
Rolle,VD_Rol_13,SSO,2,1,3,2,1,souple,1,46.46133333,6.350633333
Rolle,VD_Rol_14,S,2,1,3,2,1,souple,1,46.46133333,6.350633333
Rolle,VD_Rol_15,S,2,1,3,2,1,souple,2,46.46133333,6.350633333
Rolle,VD_Rol_16,S,2,1,3,2,1,souple,4,46.46133333,6.350633333
Rolle,VD_Rol_17,SSE,2,1,3,2,1,souple,5,46.46133333,6.350633333
Rolle,VD_Rol_18,S,2,1,3,2,1,souple,0,46.46133333,6.350633333
Rolle,VD_Rol_19,S,2,1,3,2,1,souple,4,46.46133333,6.350633333
Rolle,VD_Rol_2,SSO,1,1,3,2,1,souple,0,46.46133333,6.350633333
Rolle,VD_Rol_20,S,2,1,3,2,1,souple,7,46.46133333,6.350633333
Rolle,VD_Rol_21,SSE,2,1,3,2,1,souple,6,46.46133333,6.350633333
Rolle,VD_Rol_3,SSO,1,1,3,2,1,souple,3,46.46133333,6.350633333
Rolle,VD_Rol_4,SSO,1,1,3,2,1,souple,2,46.46133333,6.350633333
Rolle,VD_Rol_5,S,1,1,3,2,1,souple,2,46.46133333,6.350633333
Rolle,VD_Rol_6,S,1,1,3,2,1,souple,9,46.46133333,6.350633333
Rolle,VD_Rol_7,S,1,1,3,2,1,souple,2,46.46133333,6.350633333
Rolle,VD_Rol_8,SSE,1,1,3,2,1,souple,6,46.46133333,6.350633333
Rolle,VD_Rol_9,SSE,1,1,3,2,1,souple,2,46.46133333,6.350633333
