location,area,time,position,substrate,date,season,description,code,quantity,weight,
Amphion,98,50,1,4,19.07.2022,3,Corde de moins de 30 cm,G49,1,0.15,
Amphion,98,50,1,4,19.07.2022,3,Coton-tige,G95,17,0.00306,
Amphion,98,50,1,4,19.07.2022,3,Couvercle/capuchon aluminium/fer blanc,G178,2,0.006,
Amphion,98,50,1,4,19.07.2022,3,Couvercle/capuchon/bouchon plastique PET,G24,17,0.068,
Amphion,98,50,1,4,19.07.2022,3,Élastique pour les cheveux,G131,3,0.003,
Amphion,98,50,1,4,19.07.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,9,0.0052,
Amphion,98,50,1,4,19.07.2022,3,Etiquette/Code barre,G922,3,0.0075,
Amphion,98,50,1,4,19.07.2022,3,Film plastique non-alimentaire de moins de 5 mm,G114,9,0.000027,
Amphion,98,50,1,4,19.07.2022,3,Grille en plastique STEP,G932,1,0.00107,
Amphion,98,50,1,4,19.07.2022,3,Mégot de cigarette,G27,4,0.00088,
Amphion,98,50,1,4,19.07.2022,3,Morceau de papier de moins de 5cm,G156,5,0.005,
Amphion,98,50,1,4,19.07.2022,3,Mousse de rembourage,G74,2,0.0016,
Amphion,98,50,1,4,19.07.2022,3,Paille pour boisson,G35,5,0.005,
Amphion,98,50,1,4,19.07.2022,3,Pansement/Sparadrap/Bande,G211,1,0.0002,
Amphion,98,50,1,4,19.07.2022,3,Sachet plastique,G2,1,0.0002,
Amphion,98,50,1,4,19.07.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,1,0.0008,
Amphion,98,50,1,4,19.07.2022,3,Serviette/mouchoir en papier,G158,1,0.002,
Anthy-Séchex,62,30,1,4,20.07.2022,3,Bâtonnet de sucette en plastique,G31,2,0.00036,
Anthy-Séchex,62,30,1,4,20.07.2022,3,Capsule/capuchon de bouteille en aluminium,G175,3,0.0054,
Anthy-Séchex,62,30,1,4,20.07.2022,3,Coton-tige,G95,2,0.00036,
Anthy-Séchex,62,30,1,4,20.07.2022,3,Mégot de cigarette,G27,3,0.00066,
Aubonne,72,40,1,4,10.09.2022,3,Anneau plastique bouteille,G24,1,0.0001,
Aubonne,72,40,1,4,10.09.2022,3,Bouchon/capuchon PET,G21,3,0.00525,
Aubonne,72,40,1,4,10.09.2022,3,Capsule/capuchon de bouteille en aluminium,G175,2,0.0036,
Aubonne,72,40,1,4,10.09.2022,3,Ficelle de moins de 1cm de diamètre,G50,1,0.004,
Aubonne,72,40,1,4,10.09.2022,3,Mégot de cigarette,G27,2,0.00044,
Aubonne,72,40,1,4,10.09.2022,3,Morceau de céramique de moins de 5cm,G210,1,0.005,
Aubonne,72,40,1,4,10.09.2022,3,Morceau de métal de moins de 5cm,G198,1,0.006,
Aubonne,72,40,1,4,10.09.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",4,0.0012,
Aubonne,72,40,1,4,10.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,2,0.006,?
Aubonne,72,40,1,4,10.09.2022,3,Morceau de textile entre 5 et 30cm,G145,1,0.108,?
Aubonne,72,40,1,4,10.09.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,5,0.02,?
Aubonne,72,40,1,4,10.09.2022,3,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,1,0.000021,
Aubonne,72,40,1,4,10.09.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,5,9.43396226415095E-06,
Aubonne,72,40,1,4,10.09.2022,3,Touillette/Batonnet en plastique,G34,1,0.0002,
Baby plage,112,60,1,1,02.09.2022,3,Baguette en plastique,G124,1,0.002,
Baby plage,112,60,1,1,02.09.2022,3,Bande de cerclage en plastique,G66,1,0.006,
Baby plage,112,60,1,1,02.09.2022,3,Bouchon/capuchon PET,G21,1,0.00175,
Baby plage,112,60,1,1,02.09.2022,3,Capsule/capuchon de bouteille en aluminium,G175,2,0.0036,
Baby plage,112,60,1,1,02.09.2022,3,Couvercle en plastique non-identifié,G23,1,0.007,
Baby plage,112,60,1,1,02.09.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,2,0.0012,
Baby plage,112,60,1,1,02.09.2022,3,Emballage/papier alimentaire en aluminium,G177,1,0.003,
Baby plage,112,60,1,1,02.09.2022,3,Etiquette/Code barre,G922,1,0.0025,
Baby plage,112,60,1,1,02.09.2022,3,Mégot de cigarette,G27,14,0.00308,
Baby plage,112,60,1,1,02.09.2022,3,Morceau de céramique de moins de 5cm,G210,1,0.005,
Baby plage,112,60,1,1,02.09.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",21,0.0063,
Baby plage,112,60,1,1,02.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,2,0.006,
Baby plage,112,60,1,1,02.09.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,2,0.008,
Baby plage,112,60,1,1,02.09.2022,3,Mousse de rembourage,G74,1,0.0008,
Baby plage,112,60,1,1,02.09.2022,3,Pansement/Sparadrap/Bande,G211,2,0.0004,
Baby plage,112,60,1,1,02.09.2022,3,Pellets/Nurdles industriels,G112,2,0.00005,
Baby plage,112,60,1,1,02.09.2022,3,Sachet plastique,G2,1,0.0002,
Baby plage,112,60,1,1,02.09.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,1,1.88679245283019E-06,
Baby plage,112,60,1,1,02.09.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,1,0.0008,
Baby plage,112,60,1,1,02.09.2022,3,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,1,0.004,
Baby plage,112,60,1,1,02.09.2022,3,Serviette/Mouchoir en tissu,G137,1,0.056,
Clarens,67,30,1,4,30.07.2022,3,Anneau plastique bouteille,G24,2,0.0002,
Clarens,67,30,1,4,30.07.2022,3,Bouchon/capuchon PET,G21,1,0.00175,
Clarens,67,30,1,4,30.07.2022,3,Cable/fil électrique,G216,1,0.002,
Clarens,67,30,1,4,30.07.2022,3,Carrelage,G216,2,0.4,
Clarens,67,30,1,4,30.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,G70,2,0.0062,
Clarens,67,30,1,4,30.07.2022,3,Chewing-gum,G134,1,0.002,
Clarens,67,30,1,4,30.07.2022,3,Coton-tige,G95,10,0.0018,
Clarens,67,30,1,4,30.07.2022,3,Couvercle en plastique non-identifié,G23,2,0.014,
Clarens,67,30,1,4,30.07.2022,3,Couvercle/capuchon aluminium/fer blanc,G178,5,0.015,
Clarens,67,30,1,4,30.07.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,15,0.0087,
Clarens,67,30,1,4,30.07.2022,3,Emballage/papier alimentaire en aluminium,G177,1,0.003,
Clarens,67,30,1,4,30.07.2022,3,Éponge,G73,4,0.08,
Clarens,67,30,1,4,30.07.2022,3,Etiquette/Code barre,G922,3,0.0075,
Clarens,67,30,1,4,30.07.2022,3,Grille en plastique STEP,G932,3,0.00321,
Clarens,67,30,1,4,30.07.2022,3,Mégot de cigarette,G27,41,0.00902,
Clarens,67,30,1,4,30.07.2022,3,Morceau de papier de moins de 5cm,G156,2,0.002,
Clarens,67,30,1,4,30.07.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",38,0.0114,
Clarens,67,30,1,4,30.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,48,0.144,
Clarens,67,30,1,4,30.07.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,21,0.084,
Clarens,67,30,1,4,30.07.2022,3,Morceaux/fragments de plastique arrondis de moins de 5mm,G103,1,0.000021,
Clarens,67,30,1,4,30.07.2022,3,Mousse de rembourage,G74,12,0.0096,
Clarens,67,30,1,4,30.07.2022,3,Pansement/Sparadrap/Bande,G211,4,0.0008,
Clarens,67,30,1,4,30.07.2022,3,Sac de congélation/petit sac plastique,G4,1,0.002,
Clarens,67,30,1,4,30.07.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,3,0.0024,
Clarens,67,30,1,4,30.07.2022,3,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,4,0.016,
Clarens,67,30,1,4,30.07.2022,3,Serviette/mouchoir en papier,G158,1,0.002,
Crans,16,6,1,2,06.09.2022,3,Baguette en plastique,G124,1,0.002,
Crans,16,6,1,2,06.09.2022,3,Bâtonnet de sucette en plastique,G31,1,0.00018,
Crans,16,6,1,2,06.09.2022,3,Cable/fil électrique,G216,1,0.002,
Crans,16,6,1,2,06.09.2022,3,Élastique pour les cheveux,G131,1,0.001,
Crans,16,6,1,2,06.09.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,2,0.0012,
Crans,16,6,1,2,10.12.2022,3,Morceau de céramique de moins de 5cm,G210,2,0.01,
Crans,16,6,1,2,06.09.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",3,0.0009,
Crans,16,6,1,2,06.09.2022,3,Morceau de verre entre 5 et 30cm,G210,1,0.01,
Crans,16,6,1,2,10.12.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,1,0.004,
Crans,16,6,1,2,06.09.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,9,0.036,
Cully,15,7,1,3,07.08.2022,3,Bouchons en plastiques agglomérés de bouteille de vin,G23,1,0.001,
Cully,15,7,1,3,07.08.2022,3,Mégot de cigarette,G27,1,0.00022,
Cully,15,7,1,3,07.08.2022,3,Morceau de céramique de moins de 5cm,G210,1,0.005,
Cully,15,7,1,3,07.08.2022,3,Morceau de papier de moins de 5cm,G156,1,0.001,
Cully,15,7,1,3,07.08.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,3,0.012,
Gland,23,8,1,2,06.09.2022,3,Déchet de construction/chantier en plastique,G89,1,0.5,
Gland,23,8,1,2,06.09.2022,3,Mégot de cigarette,G27,1,0.00022,
Gland,23,8,1,2,06.09.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,4,0.016,
Gland,23,8,1,2,06.09.2022,3,Paille pour boisson,G35,1,0.001,
Gland,23,8,1,2,06.09.2022,3,Pellets/Nurdles industriels,G112,2,0.00005,
Gland,23,8,1,2,06.09.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,4,0.0032,
Grangettes,79,40,1,1,18.07.2022,3,Baguette en plastique,G124,14,0.028,
Grangettes,79,40,1,1,18.07.2022,3,Balle/Ballon de sport,G126,1,0.45,
Grangettes,79,40,1,1,18.07.2022,3,Ballon de baudruche,G125,1,0.0008,
Grangettes,79,40,1,1,18.07.2022,3,Bâtonnet de sucette en plastique,G31,3,0.00054,
Grangettes,79,40,1,1,18.07.2022,3,Bouchon à vis,G182,1,0.001,
Grangettes,79,40,1,1,18.07.2022,3,Bouchon/capuchon PET,G21,21,0.03675,
Grangettes,79,40,1,1,18.07.2022,3,Capsule de phéromones pour vigne,G937,2,0.01,
Grangettes,79,40,1,1,18.07.2022,3,Cartouche/munition/balle/douille de chasse en métal,G197,7,0.14,
Grangettes,79,40,1,1,18.07.2022,3,Cellophane/film alimentaire plastique,G114,7,0.0147,
Grangettes,79,40,1,1,18.07.2022,3,Coton-tige,G95,17,0.00306,
Grangettes,79,40,1,1,18.07.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,100,0.0583,
Grangettes,79,40,1,1,02.05.2022,3,Fibre plastique béton projeté,G216,10,0.000266,
Grangettes,79,40,1,1,18.07.2022,3,Fibre plastique béton projeté,G216,62,0.0016492,
Grangettes,79,40,1,1,18.07.2022,3,Gobelet plastique jetable,G33,6,0.015,
Grangettes,79,40,1,1,18.07.2022,3,Grille en plastique STEP,G932,1,0.00107,
Grangettes,79,40,1,1,18.07.2022,3,Mégot de cigarette,G27,3,0.00066,
Grangettes,79,40,1,1,18.07.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",121,0.0363,
Grangettes,79,40,1,1,18.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,29,0.087,
Grangettes,79,40,1,1,18.07.2022,3,Morceau de textile de moins de 5 cm,G145,4,0.0104,
Grangettes,79,40,1,1,18.07.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,7,0.028,
Grangettes,79,40,1,1,18.07.2022,3,Paille pour boisson,G35,2,0.002,
Grangettes,79,40,1,1,18.07.2022,3,Pansement/Sparadrap/Bande,G211,2,0.0004,
Grangettes,79,40,1,1,18.07.2022,3,Pellets/Nurdles industriels,G112,8,0.0002,
Grangettes,79,40,1,1,18.07.2022,3,Plaquette de médicament,G100,1,0.001,
Grangettes,79,40,1,1,18.07.2022,3,Sac de congélation/petit sac plastique,G4,1,0.002,
Grangettes,79,40,1,1,18.07.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,6,1.13207547169811E-05,
Grangettes,79,40,1,1,18.07.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,20,0.016,
Grangettes,79,40,1,1,18.07.2022,3,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,1,0.004,
Grangettes,79,40,1,1,18.07.2022,3,Tuyau plastique/PVC de moins de 30 cm,"G79, G78",2,0.2,
Lugrin,72,35,1,4,02.07.2022,3,Bâtonnet de sucette en plastique,G31,1,0.00018,
Lugrin,72,35,1,4,02.07.2022,3,Bois d'oeuvre (traité ou coupé/usiné),G170,1,1,
Lugrin,72,35,1,4,02.07.2022,3,Bouchon en liège,G159,1,0.002,
Lugrin,72,35,1,4,02.07.2022,3,Bouchon/capuchon PET,G21,3,0.00525,
Lugrin,72,35,1,4,02.07.2022,3,Cable/fil électrique,G216,4,0.008,
Lugrin,72,35,1,4,02.07.2022,3,Canette de 0.50 l,G175,1,0.033,
Lugrin,72,35,1,4,02.07.2022,3,Capsule/capuchon de bouteille en aluminium,G175,9,0.0162,
Lugrin,72,35,1,4,02.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,G70,1,0.0031,
Lugrin,72,35,1,4,02.07.2022,3,Coton-tige,G95,3,0.00054,
Lugrin,72,35,1,4,02.07.2022,3,Couvercle en plastique non-identifié,G23,1,0.007,
Lugrin,72,35,1,4,02.07.2022,3,Cuillère plastique,G10,1,0.008,
Lugrin,72,35,1,4,02.07.2022,3,Élastique pour les cheveux,G131,2,0.002,
Lugrin,72,35,1,4,02.07.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,4,0.0023,
Lugrin,72,35,1,4,02.07.2022,3,Emballage industriel,G67,3,0.3,
Lugrin,72,35,1,4,02.07.2022,3,Etiquette/Code barre,G922,1,0.0025,
Lugrin,72,35,1,4,02.07.2022,3,Ficelle de moins de 1cm de diamètre,G50,3,0.012,
Lugrin,72,35,1,4,02.07.2022,3,Grille en plastique STEP,G932,1,0.00107,
Lugrin,72,35,1,4,02.07.2022,3,Languette de conserve/canette,G178,2,0.0006,
Lugrin,72,35,1,4,02.07.2022,3,Mégot de cigarette,G27,11,0.00242,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de caoutchouc moins de 5cm,G134,1,0.002,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de céramique de moins de 5cm,G210,74,0.37,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de céramique entre 5 et 30cm,G210,13,1.3,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de métal de moins de 5cm,G198,2,0.012,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de métal entre 5 et 30cm,G198,1,0.1,
Lugrin,72,35,1,4,02.07.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",3,0.0009,
Lugrin,72,35,1,4,02.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,7,0.021,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de textile de moins de 5 cm,G145,2,0.0052,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de textile entre 5 et 30cm,G145,4,0.432,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de verre entre 5 et 30cm,G210,1,0.01,
Lugrin,72,35,1,4,02.07.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,62,0.248,
Lugrin,72,35,1,4,02.07.2022,3,Paille pour boisson,G35,1,0.001,
Lugrin,72,35,1,4,02.07.2022,3,Pansement/Sparadrap/Bande,G211,1,0.0002,
Lugrin,72,35,1,4,02.07.2022,3,Pot de fleur en plastique,G90,2,0.1,
Lugrin,72,35,1,4,02.07.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,13,0.0104,
Lugrin,72,35,1,4,02.07.2022,3,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,2,0.008,
Meillerie,53,7,1,2,18.07.2022,3,Coton-tige,G95,2,0.00036,
Meillerie,53,7,1,2,18.07.2022,3,Élastique pour les cheveux,G131,1,0.001,
Meillerie,53,7,1,2,18.07.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,6,0.0035,
Meillerie,53,7,1,2,18.07.2022,3,Feux d'artifice,G167,1,0.15,
Meillerie,53,7,1,2,18.07.2022,3,Mégot de cigarette,G27,11,0.00242,
Meillerie,53,7,1,2,18.07.2022,3,Morceau de papier de moins de 5cm,G156,6,0.006,
Meillerie,53,7,1,2,18.07.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",1,0.0003,
Meillerie,53,7,1,2,18.07.2022,3,Morceau de textile de moins de 5 cm,G145,1,0.0026,
Meillerie,53,7,1,2,18.07.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,8,0.032,
Meillerie,53,7,1,2,18.07.2022,3,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,3,0.000063,
Meillerie,53,7,1,2,18.07.2022,3,Pansement/Sparadrap/Bande,G211,1,0.0002,
Meillerie,53,7,1,2,18.07.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,9,0.0072,
Pichette,41,20,1,3,14.09.2022,3,Aluminium de moins de 50 cm,G177,1,0.135,
Pichette,41,20,1,3,14.09.2022,3,Couvercle en plastique non-identifié,G23,2,0.014,
Pichette,41,20,1,3,14.09.2022,3,Élastique pour les cheveux,G131,1,0.001,
Pichette,41,20,1,3,14.09.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,3,0.0017,
Pichette,41,20,1,3,14.09.2022,3,Filaments de plastique de moins de 5 mm,G113,2,0.00004,
Pichette,41,20,1,3,14.09.2022,3,Mégot de cigarette,G27,2,0.00044,
Pichette,41,20,1,3,14.09.2022,3,Morceau de céramique de moins de 5cm,G210,1,0.005,
Pichette,41,20,1,3,14.09.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",4,0.0012,
Préverenges,150,80,1,1,13.08.2022,3,Aluminium de moins de 50 cm,G177,2,0.27,
Préverenges,150,80,1,1,13.08.2022,3,Cuillère plastique,G10,1,0.008,
Préverenges,150,80,1,1,13.08.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,7,0.0041,
Préverenges,150,80,1,1,13.08.2022,3,Emballage boîte en carton,G148,1,0.075,
Préverenges,150,80,1,1,13.08.2022,3,Feuille de papier,G157,1,0.005,
Préverenges,150,80,1,1,13.08.2022,3,Filaments de plastique de moins de 5 mm,G113,5,0.0001,
Préverenges,150,80,1,1,13.08.2022,3,Liège,G159,1,0.002,
Préverenges,150,80,1,1,13.08.2022,3,Mégot de cigarette,G27,3,0.00066,
Préverenges,150,80,1,1,13.08.2022,3,Morceau de papier de moins de 5cm,G156,3,0.003,
Préverenges,150,80,1,1,13.08.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",10,0.003,
Préverenges,150,80,1,1,13.08.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,1,0.004,
Préverenges,150,80,1,1,13.08.2022,3,Pellets/Nurdles industriels,G112,2,0.00005,
Préverenges,150,80,1,1,13.08.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,8,0.0064,
Saint-Distille,75,30,1,4,10.09.2022,3,Anneau plastique bouteille,G24,1,0.0001,
Saint-Distille,75,30,1,4,10.09.2022,3,Bâtonnet de sucette en plastique,G31,2,0.00036,
Saint-Distille,75,30,1,4,10.09.2022,3,Bouchon/capuchon PET,G21,10,0.0175,
Saint-Distille,75,30,1,4,10.09.2022,3,Chausette,G135,2,0.03,
Saint-Distille,75,30,1,4,10.09.2022,3,Coton-tige,G95,1,0.00018,
Saint-Distille,75,30,1,4,10.09.2022,3,Couvercle/capuchon aluminium/fer blanc,G178,1,0.003,
Saint-Distille,75,30,1,4,10.09.2022,3,Élastique pour les cheveux,G131,1,0.001,
Saint-Distille,75,30,1,4,10.09.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,17,0.0099,
Saint-Distille,75,30,1,4,10.09.2022,3,Emballage industriel,G67,12,1.2,
Saint-Distille,75,30,1,4,10.09.2022,3,Grille en plastique STEP,G932,1,0.00107,
Saint-Distille,75,30,1,4,10.09.2022,3,Languette de conserve/canette,G178,1,0.0003,
Saint-Distille,75,30,1,4,10.09.2022,3,Lunettes,G29,1,0.023,
Saint-Distille,75,30,1,4,10.09.2022,3,Masque chirurgical/protection/hygiène,G901,1,0.006,
Saint-Distille,75,30,1,4,10.09.2022,3,Morceau de caoutchouc moins de 5cm,G134,1,0.002,
Saint-Distille,75,30,1,4,10.09.2022,3,Morceau de céramique de moins de 5cm,G210,1,0.005,
Saint-Distille,75,30,1,4,10.09.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",9,0.0027,
Saint-Distille,75,30,1,4,10.09.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,10,0.03,
Saint-Distille,75,30,1,4,10.09.2022,3,Morceau de textile entre 5 et 30cm,G145,2,0.216,
Saint-Distille,75,30,1,4,10.09.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,7,0.028,
Saint-Distille,75,30,1,4,10.09.2022,3,Pellets/Nurdles industriels,G112,1,0.000025,
Saint-Distille,75,30,1,4,10.09.2022,3,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,2,0.008,
Saint-Distille,75,30,1,4,10.09.2022,3,Serflex/Colson/Attache de chantier,G89,1,0.001,
Savonnière,82,40,1,4,06.08.2022,3,Bouchons en plastiques agglomérés de bouteille de vin,G23,1,0.001,
Savonnière,82,40,1,4,06.08.2022,3,Capsule/capuchon de bouteille en aluminium,G175,1,0.0018,
Savonnière,82,40,1,4,06.08.2022,3,Coton-tige,G95,3,0.00054,
Savonnière,82,40,1,4,06.08.2022,3,Déchet de construction/chantier en plastique,G89,1,0.5,
Savonnière,82,40,1,4,06.08.2022,3,Élastique pour les cheveux,G131,4,0.004,
Savonnière,82,40,1,4,06.08.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,7,0.0041,
Savonnière,82,40,1,4,06.08.2022,3,Mégot de cigarette,G27,1,0.00022,
Savonnière,82,40,1,4,06.08.2022,3,Morceau de papier de moins de 5cm,G156,4,0.004,
Savonnière,82,40,1,4,06.08.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",6,0.0018,
Savonnière,82,40,1,4,06.08.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,10,0.04,
Savonnière,82,40,1,4,06.08.2022,3,Serflex/Colson/Attache de chantier,G89,2,0.002,
Tolochenaz,52,25,1,2,21.08.2022,3,Bande de cerclage en plastique,G66,1,0.006,
Tougues,94,45,1,2,10.08.2022,3,Bâtonnet de glace en bois,G165,1,0.002,
Tougues,94,45,1,2,10.08.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,5,0.0029,
Tougues,94,45,1,2,10.08.2022,3,Emballage/papier alimentaire en aluminium,G177,1,0.003,
Tougues,94,45,1,2,10.08.2022,3,Mégot de cigarette,G27,2,0.00044,
Tougues,94,45,1,2,10.08.2022,3,Morceau de céramique de moins de 5cm,G210,8,0.04,
Tougues,94,45,1,2,10.08.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",2,0.0006,
Tougues,94,45,1,2,10.08.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,1,0.003,
Tougues,94,45,1,2,10.08.2022,3,Morceau de textile de moins de 5 cm,G145,2,0.0052,
Tougues,94,45,1,2,10.08.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,14,0.056,
Vidy,91,45,1,1,12.07.2022,3,Anneau plastique bouteille,G24,2,0.0002,
Vidy,91,45,1,1,12.07.2022,3,Ballon de baudruche,G125,2,0.0016,
Vidy,91,45,1,1,12.07.2022,3,Bande de cerclage en plastique,G66,1,0.006,
Vidy,91,45,1,1,12.07.2022,3,Bâtonnet de glace en bois,G165,2,0.004,
Vidy,91,45,1,1,12.07.2022,3,Bâtonnet de sucette en plastique,G31,2,0.00036,
Vidy,91,45,1,1,12.07.2022,3,Cellophane/film alimentaire plastique,G114,17,0.0357,
Vidy,91,45,1,1,12.07.2022,3,Coton-tige,G95,2,0.00036,
Vidy,91,45,1,1,12.07.2022,3,Couvercle en plastique non-identifié,G23,6,0.042,
Vidy,91,45,1,1,12.07.2022,3,Couvercle/capuchon aluminium/fer blanc,G178,6,0.018,
Vidy,91,45,1,1,12.07.2022,3,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,14,0.0082,
Vidy,91,45,1,1,12.07.2022,3,Emballage/papier alimentaire en aluminium,G177,3,0.009,
Vidy,91,45,1,1,12.07.2022,3,Ficelle de moins de 1cm de diamètre,G50,4,0.016,
Vidy,91,45,1,1,12.07.2022,3,Filaments de plastique de moins de 5 mm,G113,2,0.00004,
Vidy,91,45,1,1,12.07.2022,3,Gobelet plastique jetable,G33,1,0.0025,
Vidy,91,45,1,1,12.07.2022,3,Mégot de cigarette,G27,40,0.0088,
Vidy,91,45,1,1,12.07.2022,3,Morceau de métal de moins de 5cm,G198,1,0.006,
Vidy,91,45,1,1,12.07.2022,3,Morceau de papier de moins de 5cm,G156,30,0.03,
Vidy,91,45,1,1,12.07.2022,3,"Morceau de plastique de moins de 2,5cm","G78, G79",20,0.006,
Vidy,91,45,1,1,12.07.2022,3,"Morceau de plastique entre 2,5 et 50cm",G79,8,0.024,
Vidy,91,45,1,1,12.07.2022,3,Morceau de verre/bouteille de moins de 5cm,G200,31,0.124,
Vidy,91,45,1,1,12.07.2022,3,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,4,0.000084,
Vidy,91,45,1,1,12.07.2022,3,Mousse de rembourage,G74,3,0.0024,
Vidy,91,45,1,1,12.07.2022,3,Pansement/Sparadrap/Bande,G211,1,0.0002,
Vidy,91,45,1,1,12.07.2022,3,Pellets/Nurdles industriels,G112,1,0.000025,
Vidy,91,45,1,1,12.07.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,1,1.88679245283019E-06,
Vidy,91,45,1,1,12.07.2022,3,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,1,0.0008,
Vidy,91,45,1,1,12.07.2022,3,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,3,0.012,
Vidy,91,45,1,1,12.07.2022,3,Serviette/lingette hygiènique,G97,5,0.005,
Vidy,91,45,1,1,12.07.2022,3,Serviette/mouchoir en papier,G158,3,0.006,
Vidy,91,45,1,1,12.07.2022,3,Tampon hygiénique/applicateur,G144,1,0.004,
Amphion,98,50,1,4,18.10.2022,4,Anneau plastique bouteille,G24,9,0.0009,
Amphion,98,50,1,4,18.10.2022,4,Bâtonnet de sucette en plastique,G31,5,0.0009,
Amphion,98,50,1,4,18.10.2022,4,Bouchon en liège,G159,3,0.006,
Amphion,98,50,1,4,18.10.2022,4,Cartouche/munition/balle/douille de chasse en plastique,G70,1,0.0031,
