location,area,time,position,substrate,date,season,description,code,quantity,weight,
Amphion,98,50,1,4,01.02.2022,1,Anneau plastique bouteille,G24,2,0.0002,
Amphion,98,50,1,4,01.02.2022,1,Baguette en bois,G165,3,0.006,
Amphion,98,50,1,4,01.02.2022,1,Bâtonnet de sucette en plastique,G31,2,0.00036,
Amphion,98,50,1,4,01.02.2022,1,Cartouche/munition/balle/douille de chasse en plastique,G70,1,0.0031,
Amphion,98,50,1,4,01.02.2022,1,Corde entre 30cm et 1 mètre,G49,1,0.3,
Amphion,98,50,1,4,01.02.2022,1,Coton-tige,G95,10,0.0018,
Amphion,98,50,1,4,01.02.2022,1,Couvercle en plastique non-identifié,G23,1,0.007,
Amphion,98,50,1,4,01.02.2022,1,Couvercle/capuchon/bouchon plastique PET,G24,3,0.012,
Amphion,98,50,1,4,01.02.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,14,0.0082,
Amphion,98,50,1,4,01.02.2022,1,Etiquette/Code barre,G922,1,0.0025,
Amphion,98,50,1,4,01.02.2022,1,Filaments de plastique de moins de 5 mm,G113,1,0.00002,
Amphion,98,50,1,4,01.02.2022,1,Film plastique non-alimentaire de moins de 5 mm,G114,4,0.000012,
Amphion,98,50,1,4,01.02.2022,1,Grille en plastique STEP,G932,1,0.00107,
Amphion,98,50,1,4,01.02.2022,1,Morceau de papier de moins de 5cm,G156,1,0.001,
Amphion,98,50,1,4,01.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",8,0.0024,
Amphion,98,50,1,4,01.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,12,0.036,
Amphion,98,50,1,4,01.02.2022,1,Paille pour boisson,G35,1,0.001,
Amphion,98,50,1,4,01.02.2022,1,Rubalise/ruban de signalisation/de chantier en plastique,G124,1,0.01,
Amphion,98,50,1,4,01.02.2022,1,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,4,0.016,
Anthy-Séchex,62,30,1,4,09.02.2022,1,Morceau de filet de pêche de moins de 50 cm,G53,1,0.04,
Anthy-Séchex,62,30,1,4,09.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",8,0.0024,
Anthy-Séchex,62,30,1,4,09.02.2022,1,Pellets/Nurdles industriels,G112,1,0.000025,
Aubonne,72,40,1,4,06.02.2022,1,Couvercle en plastique non-identifié,G23,1,0.007,
Aubonne,72,40,1,4,06.02.2022,1,Emballage/papier alimentaire en aluminium,G177,2,0.006,
Aubonne,72,40,1,4,06.02.2022,1,Mégot de cigarette,G27,3,0.00066,
Aubonne,72,40,1,4,06.02.2022,1,Morceau de métal de moins de 5cm,G198,1,0.006,
Aubonne,72,40,1,4,06.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",3,0.0009,
Aubonne,72,40,1,4,06.02.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,82,0.328,
Aubonne,72,40,1,4,06.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,1,1.88679245283019E-06,
Baby plage,112,60,1,1,22.01.2022,1,Anneau plastique bouteille,G24,1,0.0001,
Baby plage,112,60,1,1,22.01.2022,1,Balle/Ballon de sport,G126,1,0.45,
Baby plage,112,60,1,1,22.01.2022,1,Ballon de baudruche,G125,1,0.0008,
Baby plage,112,60,1,1,22.01.2022,1,Briquet,G26,1,0.012,
Baby plage,112,60,1,1,22.01.2022,1,Canette,G175,4,0.096,
Baby plage,112,60,1,1,22.01.2022,1,Capsule/capuchon de bouteille en aluminium,G175,2,0.0036,
Baby plage,112,60,1,1,22.01.2022,1,Coton-tige,G95,1,0.00018,
Baby plage,112,60,1,1,22.01.2022,1,Couvercle en plastique non-identifié,G23,1,0.007,
Baby plage,112,60,1,1,22.01.2022,1,Couvercle/capuchon aluminium/fer blanc,G178,1,0.003,
Baby plage,112,60,1,1,22.01.2022,1,Couvercle/capuchon/bouchon plastique PET,G24,1,0.004,
Baby plage,112,60,1,1,22.01.2022,1,Élastique pour les cheveux,G131,1,0.001,
Baby plage,112,60,1,1,22.01.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,6,0.0035,
Baby plage,112,60,1,1,22.01.2022,1,Emballage/papier alimentaire en aluminium,G177,2,0.006,
Baby plage,112,60,1,1,22.01.2022,1,Jouet en plastique,G32,2,0.2,
Baby plage,112,60,1,1,22.01.2022,1,Livre,G158,1,0.53,
Baby plage,112,60,1,1,22.01.2022,1,Masque chirurgical/protection/hygiène,G901,1,0.006,
Baby plage,112,60,1,1,22.01.2022,1,Mégot de cigarette,G27,2,0.00044,
Baby plage,112,60,1,1,22.01.2022,1,Morceau de caoutchouc entre 5 et 30cm,G134,1,0.01,
Baby plage,112,60,1,1,22.01.2022,1,Morceau de métal de moins de 5cm,G198,2,0.012,
Baby plage,112,60,1,1,22.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",2,0.0006,
Baby plage,112,60,1,1,22.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,1,0.003,
Baby plage,112,60,1,1,22.01.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,5,0.02,
Baby plage,112,60,1,1,22.01.2022,1,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,2,0.000042,
Baby plage,112,60,1,1,22.01.2022,1,Paille pour boisson,G35,1,0.001,
Baby plage,112,60,1,1,22.01.2022,1,Pansement/Sparadrap/Bande,G211,1,0.0002,
Baby plage,112,60,1,1,22.01.2022,1,Pneu velo,G128,3,1.2,
Clarens,67,30,1,4,16.01.2022,1,Coton-tige,G95,13,0.00234,
Clarens,67,30,1,4,16.01.2022,1,Déchet de construction/chantier en plastique,G89,1,0.5,
Clarens,67,30,1,4,16.01.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,11,0.0064,
Clarens,67,30,1,4,16.01.2022,1,Filaments de plastique de moins de 5 mm,G113,6,0.00012,
Clarens,67,30,1,4,16.01.2022,1,Mégot de cigarette,G27,3,0.00066,
Clarens,67,30,1,4,16.01.2022,1,Morceau de céramique de moins de 5cm,G210,2,0.01,
Clarens,67,30,1,4,16.01.2022,1,Morceau de métal entre 5 et 30cm,G198,1,0.1,
Clarens,67,30,1,4,16.01.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,53,0.212,
Clarens,67,30,1,4,16.01.2022,1,Paille pour boisson,G35,1,0.001,
Clarens,67,30,1,4,16.01.2022,1,Pellets/Nurdles industriels,G112,3,0.000075,
Clarens,67,30,1,4,16.01.2022,1,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,7,0.0056,
Clarens,67,30,1,4,16.01.2022,1,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,1,0.004,
Clarens,67,30,1,4,16.01.2022,1,Serviette/mouchoir en papier,G158,1,0.002,
Crans,16,6,1,2,16.01.2022,1,Corde entre 1 et 3 mètres,G49,1,0.45,
Crans,16,6,1,2,16.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",3,0.0009,
Crans,16,6,1,2,16.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,2,0.006,
Crans,16,6,1,2,16.01.2022,1,Morceau de verre entre 5 et 30cm,G210,1,0.01,
Crans,16,6,1,2,16.01.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,25,0.1,
Cully,15,7,1,3,26.01.2022,1,Ficelle de moins de 1cm de diamètre,G50,1,0.004,
Cully,15,7,1,3,26.01.2022,1,Mégot de cigarette,G27,1,0.00022,
Excenevex,175,90,1,1,13.02.2022,1,Aluminium de moins de 50 cm,G177,2,0.27,
Excenevex,175,90,1,1,13.02.2022,1,Anneau plastique bouteille,G24,2,0.0002,
Excenevex,175,90,1,1,13.02.2022,1,Bâtonnet de sucette en plastique,G31,3,0.00054,
Excenevex,175,90,1,1,13.02.2022,1,Bouchon/capuchon PET,G21,3,0.00525,
Excenevex,175,90,1,1,13.02.2022,1,Capsule/capuchon de bouteille en aluminium,G175,1,0.0018,
Excenevex,175,90,1,1,13.02.2022,1,Cellophane/film alimentaire plastique,G114,11,0.0231,
Excenevex,175,90,1,1,13.02.2022,1,Chewing-gum,G134,1,0.002,
Excenevex,175,90,1,1,13.02.2022,1,Élastique pour les cheveux,G131,1,0.001,
Excenevex,175,90,1,1,13.02.2022,1,Grille en plastique STEP,G932,1,0.00107,
Excenevex,175,90,1,1,13.02.2022,1,Hameçon,G183,3,0.075,
Excenevex,175,90,1,1,13.02.2022,1,Mégot de cigare,G27,3,0.002,
Excenevex,175,90,1,1,13.02.2022,1,Morceau de filet de pêche de moins de 50 cm,G53,14,0.56,
Excenevex,175,90,1,1,13.02.2022,1,Morceau de filet de pêche de plus de 50 cm,G54,1,0.1,
Excenevex,175,90,1,1,13.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",67,0.0201,
Excenevex,175,90,1,1,13.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,78,0.234,
Excenevex,175,90,1,1,13.02.2022,1,Morceau de textile entre 5 et 30cm,G145,1,0.108,
Excenevex,175,90,1,1,13.02.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,2,0.008,
Excenevex,175,90,1,1,13.02.2022,1,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,18,0.000378,
Excenevex,175,90,1,1,13.02.2022,1,Pansement/Sparadrap/Bande,G211,1,0.0002,
Excenevex,175,90,1,1,13.02.2022,1,Pellets/Nurdles industriels,G112,5,0.000125,
Excenevex,175,90,1,1,13.02.2022,1,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,11,0.0088,
Gland,23,8,1,2,16.01.2022,1,Aluminium de moins de 50 cm,G177,1,0.135,
Gland,23,8,1,2,16.01.2022,1,Morceau de céramique entre 5 et 30cm,G210,1,0.1,
Gland,23,8,1,2,16.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",3,0.0009,
Gland,23,8,1,2,16.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,1,0.003,
Gland,23,8,1,2,16.01.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,10,0.04,
Grangettes,79,40,1,1,13.02.2022,1,Bouchon/capuchon PET,G21,7,0.01225,
Grangettes,79,40,1,1,13.02.2022,1,Capsule/capuchon de bouteille en aluminium,G175,2,0.0036,
Grangettes,79,40,1,1,13.02.2022,1,Coton-tige,G95,4,0.00072,
Grangettes,79,40,1,1,13.02.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,57,0.0332,
Grangettes,79,40,1,1,13.02.2022,1,Feuille/fourre en plastique,G79,10,0.01,
Grangettes,79,40,1,1,13.02.2022,1,Filaments de plastique de moins de 5 mm,G113,20,0.0004,
Grangettes,79,40,1,1,13.02.2022,1,Grille en plastique STEP,G932,2,0.00214,
Grangettes,79,40,1,1,13.02.2022,1,Masque chirurgical/protection/hygiène,G901,1,0.006,
Grangettes,79,40,1,1,13.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,16,0.048,
Grangettes,79,40,1,1,13.02.2022,1,Morceau de textile de moins de 5 cm,G145,6,0.0156,
Grangettes,79,40,1,1,13.02.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,30,0.12,
Grangettes,79,40,1,1,13.02.2022,1,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,10,0.00021,
Grangettes,79,40,1,1,13.02.2022,1,Mousse de rembourage,G74,8,0.0064,
Grangettes,79,40,1,1,13.02.2022,1,Paille pour boisson,G35,1,0.001,
Grangettes,79,40,1,1,13.02.2022,1,Pansement/Sparadrap/Bande,G211,3,0.0006,
Grangettes,79,40,1,1,13.02.2022,1,Pellets/Nurdles industriels,G112,5,0.000125,
Grangettes,79,40,1,1,13.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,11,2.07547169811321E-05,
Grangettes,79,40,1,1,13.02.2022,1,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,12,0.0096,
Grangettes,79,40,1,1,13.02.2022,1,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,5,0.02,
Lugrin,72,35,1,4,06.02.2022,1,Anneau plastique bouteille,G24,1,0.0001,
Lugrin,72,35,1,4,06.02.2022,1,Bouchon à vis,G182,1,0.001,
Lugrin,72,35,1,4,06.02.2022,1,Bouchon/capuchon PET,G21,1,0.00175,
Lugrin,72,35,1,4,06.02.2022,1,Cable/fil électrique,G216,1,0.002,
Lugrin,72,35,1,4,06.02.2022,1,Couvercle/capuchon aluminium/fer blanc,G178,1,0.003,
Lugrin,72,35,1,4,06.02.2022,1,Couvercle/capuchon/bouchon plastique PET,G24,1,0.004,
Lugrin,72,35,1,4,06.02.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,5,0.0029,
Lugrin,72,35,1,4,06.02.2022,1,Emballage/papier alimentaire en aluminium,G177,1,0.003,
Lugrin,72,35,1,4,06.02.2022,1,Morceau de caoutchouc entre 5 et 30cm,G134,1,0.01,
Lugrin,72,35,1,4,06.02.2022,1,Morceau de céramique de moins de 5cm,G210,121,0.605,
Lugrin,72,35,1,4,06.02.2022,1,Morceau de céramique entre 5 et 30cm,G210,4,0.4,
Lugrin,72,35,1,4,06.02.2022,1,Morceau de métal de moins de 5cm,G198,9,0.054,
Lugrin,72,35,1,4,06.02.2022,1,Morceau de métal entre 5 et 30cm,G198,1,0.1,
Lugrin,72,35,1,4,06.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,4,0.012,
Lugrin,72,35,1,4,06.02.2022,1,Morceau de verre entre 5 et 30cm,G210,3,0.03,
Lugrin,72,35,1,4,06.02.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,152,0.608,
Lugrin,72,35,1,4,06.02.2022,1,Serflex/Colson/Attache de chantier,G89,1,0.001,
Lutry,77,40,1,4,29.01.2022,1,Aluminium de moins de 50 cm,G177,1,0.135,
Lutry,77,40,1,4,29.01.2022,1,Bâtonnet de glace en bois,G165,1,0.002,
Lutry,77,40,1,4,29.01.2022,1,Bâtonnet de sucette en plastique,G31,7,0.00126,
Lutry,77,40,1,4,29.01.2022,1,Bouchon à vis,G182,1,0.001,
Lutry,77,40,1,4,29.01.2022,1,Bouchon/capuchon PET,G21,1,0.00175,
Lutry,77,40,1,4,29.01.2022,1,Capsule/capuchon de bouteille en aluminium,G175,2,0.0036,
Lutry,77,40,1,4,29.01.2022,1,Cellophane/film alimentaire plastique,G114,3,0.0063,
Lutry,77,40,1,4,29.01.2022,1,Couvercle/capuchon/bouchon plastique PET,G24,2,0.008,
Lutry,77,40,1,4,29.01.2022,1,Emballage/papier alimentaire en aluminium,G177,1,0.003,
Lutry,77,40,1,4,29.01.2022,1,Languette de conserve/canette,G178,1,0.0003,
Lutry,77,40,1,4,29.01.2022,1,Mégot de cigarette,G27,5,0.0011,
Lutry,77,40,1,4,29.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",15,0.0045,
Lutry,77,40,1,4,29.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,6,0.018,
Lutry,77,40,1,4,29.01.2022,1,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,1,0.0008,
Lutry,77,40,1,4,29.01.2022,1,Tube de produit alimentaire,G175,1,0.08,
Meillerie,53,7,1,2,24.01.2022,1,Corde de moins de 30 cm,G49,1,0.15,
Meillerie,53,7,1,2,24.01.2022,1,Morceau de céramique de moins de 5cm,G210,5,0.025,
Meillerie,53,7,1,2,24.01.2022,1,Morceau de céramique entre 5 et 30cm,G210,1,0.1,
Meillerie,53,7,1,2,24.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",3,0.0009,
Meillerie,53,7,1,2,24.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,1,0.003,
Meillerie,53,7,1,2,24.01.2022,1,Morceau de textile de moins de 5 cm,G145,1,0.0026,
Meillerie,53,7,1,2,24.01.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,32,0.128,
Meillerie,53,7,1,2,24.01.2022,1,Pellets/Nurdles industriels,G112,1,0.000025,
Meillerie,53,7,1,2,24.01.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,3,5.66037735849057E-06,
Meillerie,53,7,1,2,24.01.2022,1,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,14,0.0112,
Meillerie,53,7,1,2,24.01.2022,1,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,1,0.004,
Pichette,41,20,1,3,03.02.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,1,0.0006,
Pichette,41,20,1,3,03.02.2022,1,Feutre/Stylo,G28,1,0.015,
Pichette,41,20,1,3,03.02.2022,1,Morceau de céramique de moins de 5cm,G210,2,0.01,
Pichette,41,20,1,3,03.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",2,0.0006,
Pichette,41,20,1,3,03.02.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,12,0.048,
Pichette,41,20,1,3,03.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,1,1.88679245283019E-06,
Port choiseul,147,70,1,3,15.01.2022,1,Barbelé de moins de 50 cm,G191,1,0.35,
Port choiseul,147,70,1,3,15.01.2022,1,Corde de moins de 30 cm,G49,1,0.15,
Port choiseul,147,70,1,3,15.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",5,0.0015,
Port choiseul,147,70,1,3,15.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,1,0.003,
Port choiseul,147,70,1,3,15.01.2022,1,Morceaux/fragments de plastique arrondis de moins de 5mm,G103,1,0.000021,
Port choiseul,147,70,1,3,15.01.2022,1,Seringue en plastique,G99,1,0.005,
Préverenges,150,80,1,1,12.02.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,20,0.0117,
Préverenges,150,80,1,1,12.02.2022,1,Grille en plastique STEP,G932,1,0.00107,
Préverenges,150,80,1,1,12.02.2022,1,Mégot de cigarette,G27,2,0.00044,
Préverenges,150,80,1,1,12.02.2022,1,Morceau de papier de moins de 5cm,G156,1,0.001,
Préverenges,150,80,1,1,12.02.2022,1,Morceau de papier entre 5 et 30cm,G156,3,0.006,
Préverenges,150,80,1,1,12.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",12,0.0036,
Préverenges,150,80,1,1,12.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,4,0.012,
Préverenges,150,80,1,1,12.02.2022,1,Morceau de textile de moins de 5 cm,G145,3,0.0078,
Préverenges,150,80,1,1,12.02.2022,1,Morceau de textile entre 5 et 30cm,G145,8,0.864,
Préverenges,150,80,1,1,12.02.2022,1,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,2,0.000042,
Préverenges,150,80,1,1,12.02.2022,1,Pansement/Sparadrap/Bande,G211,1,0.0002,
Préverenges,150,80,1,1,12.02.2022,1,Pellets/Nurdles industriels,G112,1,0.000025,
Préverenges,150,80,1,1,12.02.2022,1,"Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm",G81,1,0.0008,
Rolle,122,60,1,1,15.01.2022,1,Bande de cerclage en plastique,G66,1,0.006,
Rolle,122,60,1,1,15.01.2022,1,Cellophane/film alimentaire plastique,G114,2,0.0042,
Rolle,122,60,1,1,15.01.2022,1,Morceau de céramique de moins de 5cm,G210,3,0.015,
Rolle,122,60,1,1,15.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",6,0.0018,
Rolle,122,60,1,1,15.01.2022,1,Morceaux/fragments de plastique arrondis de moins de 5mm,G103,5,0.000105,
Saint-Distille,75,30,1,4,29.01.2022,1,Anneau plastique bouteille,G24,1,0.0001,
Saint-Distille,75,30,1,4,29.01.2022,1,Bande de cerclage en plastique,G66,1,0.006,
Saint-Distille,75,30,1,4,29.01.2022,1,Bâtonnet de sucette en plastique,G31,2,0.00036,
Saint-Distille,75,30,1,4,29.01.2022,1,Bouteille/Emballage de cosmétique,G12,4,0.128,
Saint-Distille,75,30,1,4,29.01.2022,1,Capsule/capuchon de bouteille en aluminium,G175,1,0.0018,
Saint-Distille,75,30,1,4,29.01.2022,1,Coton-tige,G95,5,0.0009,
Saint-Distille,75,30,1,4,29.01.2022,1,Couvercle/capuchon/bouchon plastique PET,G24,1,0.004,
Saint-Distille,75,30,1,4,29.01.2022,1,Déchet de construction/chantier en plastique,G89,1,0.5,
Saint-Distille,75,30,1,4,29.01.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,22,0.0128,
Saint-Distille,75,30,1,4,29.01.2022,1,Emballage industriel,G67,16,1.6,
Saint-Distille,75,30,1,4,29.01.2022,1,Etiquette/Code barre,G922,1,0.0025,
Saint-Distille,75,30,1,4,29.01.2022,1,Feux d'artifice,G167,1,0.15,
Saint-Distille,75,30,1,4,29.01.2022,1,Morceau de caoutchouc moins de 5cm,G134,2,0.004,
Saint-Distille,75,30,1,4,29.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",3,0.0009,
Saint-Distille,75,30,1,4,29.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,13,0.039,
Saint-Distille,75,30,1,4,29.01.2022,1,Mousse de rembourage,G74,2,0.0016,
Saint-Distille,75,30,1,4,29.01.2022,1,Pétard,G216,1,0.015,
Saint-Distille,75,30,1,4,29.01.2022,1,"Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm",G82,4,0.016,
Saint-Distille,75,30,1,4,29.01.2022,1,Serflex/Colson/Attache de chantier,G89,1,0.001,
Saint-Distille,75,30,1,4,29.01.2022,1,Tuyau plastique/PVC de moins de 30 cm,"G79, G78",1,0.1,
Savonnière,82,40,1,4,16.01.2022,1,Bâtonnet de sucette en plastique,G31,4,0.00072,
Savonnière,82,40,1,4,16.01.2022,1,Bois d'oeuvre (traité ou coupé/usiné),G170,1,1,
Savonnière,82,40,1,4,16.01.2022,1,Bouchon/capuchon PET,G21,3,0.00525,
Savonnière,82,40,1,4,16.01.2022,1,Couvercle en plastique non-identifié,G23,1,0.007,
Savonnière,82,40,1,4,16.01.2022,1,Emballage/papier alimentaire en aluminium,G177,2,0.006,
Savonnière,82,40,1,4,16.01.2022,1,Morceau de céramique de moins de 5cm,G210,3,0.015,
Savonnière,82,40,1,4,16.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",8,0.0024,
Savonnière,82,40,1,4,16.01.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,4,0.012,
Savonnière,82,40,1,4,16.01.2022,1,Morceau de verre entre 5 et 30cm,G210,1,0.01,
Savonnière,82,40,1,4,16.01.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,16,0.064,
Savonnière,82,40,1,4,16.01.2022,1,Morceaux/fragments de plastique arrondis de moins de 5mm,G103,1,0.000021,
Tolochenaz,52,25,1,2,07.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",6,0.0018,
Tolochenaz,52,25,1,2,07.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,2,0.006,
Tougues,94,45,1,2,29.01.2022,1,Capsule/capuchon de bouteille en aluminium,G175,3,0.0054,
Tougues,94,45,1,2,29.01.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,5,0.0029,
Tougues,94,45,1,2,29.01.2022,1,Filaments de plastique de moins de 5 mm,G113,1,0.00002,
Tougues,94,45,1,2,29.01.2022,1,Ligne de pêche,G132,1,0.0002,
Tougues,94,45,1,2,29.01.2022,1,Mégot de cigarette,G27,2,0.00044,
Tougues,94,45,1,2,29.01.2022,1,Morceau de céramique de moins de 5cm,G210,4,0.02,
Tougues,94,45,1,2,29.01.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",1,0.0003,
Tougues,94,45,1,2,29.01.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,27,0.108,
Tougues,94,45,1,2,29.01.2022,1,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,1,0.000021,
Tougues,94,45,1,2,29.01.2022,1,Serviette/mouchoir en papier,G158,1,0.002,
Vidy,91,45,1,1,04.02.2022,1,Ballon de baudruche,G125,1,0.0008,
Vidy,91,45,1,1,04.02.2022,1,Bande de cerclage en plastique,G66,1,0.006,
Vidy,91,45,1,1,04.02.2022,1,Bouchons en plastiques agglomérés de bouteille de vin,G23,3,0.003,
Vidy,91,45,1,1,04.02.2022,1,Bouteille de PET 0.5l,G7,1,0.035,
Vidy,91,45,1,1,04.02.2022,1,Capsule/capuchon de bouteille en aluminium,G175,5,0.009,
Vidy,91,45,1,1,04.02.2022,1,Cellophane/film alimentaire plastique,G114,1,0.0021,
Vidy,91,45,1,1,04.02.2022,1,Coton-tige,G95,5,0.0009,
Vidy,91,45,1,1,04.02.2022,1,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,5,0.0029,
Vidy,91,45,1,1,04.02.2022,1,Gobelet plastique jetable,G33,1,0.0025,
Vidy,91,45,1,1,04.02.2022,1,Languette de conserve/canette,G178,5,0.0015,
Vidy,91,45,1,1,04.02.2022,1,Mégot de cigarette,G27,1,0.00022,
Vidy,91,45,1,1,04.02.2022,1,Morceau de métal de moins de 5cm,G198,1,0.006,
Vidy,91,45,1,1,04.02.2022,1,"Morceau de plastique de moins de 2,5cm","G78, G79",14,0.0042,
Vidy,91,45,1,1,04.02.2022,1,"Morceau de plastique entre 2,5 et 50cm",G79,20,0.06,
Vidy,91,45,1,1,04.02.2022,1,Morceau de verre/bouteille de moins de 5cm,G200,47,0.188,
Vidy,91,45,1,1,04.02.2022,1,Morceaux/fragments de plastique anguleux de moins de 5mm,G106,8,0.000168,
Vidy,91,45,1,1,04.02.2022,1,Mousse de rembourage,G74,2,0.0016,
Vidy,91,45,1,1,04.02.2022,1,Pellets/Nurdles industriels,G112,14,0.00035,
Vidy,91,45,1,1,04.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,G117,2,3.77358490566038E-06,
Vidy,91,45,1,1,04.02.2022,1,Serflex/Colson/Attache de chantier,G89,1,0.001,
Vidy,91,45,1,1,04.02.2022,1,Serviette/lingette hygiènique,G97,1,0.001,
Vidy,91,45,1,1,04.02.2022,1,Serviette/mouchoir en papier,G158,1,0.002,
Amphion,98,50,1,4,03.05.2022,2,Capsule/capuchon de bouteille en aluminium,G175,1,0.0018,
Amphion,98,50,1,4,03.05.2022,2,Cellophane/film alimentaire plastique,G114,2,0.0042,
Amphion,98,50,1,4,03.05.2022,2,Coton-tige,G95,2,0.00036,
Amphion,98,50,1,4,03.05.2022,2,Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips,G30,4,0.0023,
Amphion,98,50,1,4,03.05.2022,2,Etiquette/Code barre,G922,1,0.0025,
Amphion,98,50,1,4,03.05.2022,2,Grille en plastique STEP,G932,1,0.00107,
Amphion,98,50,1,4,03.05.2022,2,Mégot de cigarette,G27,1,0.00022,
Amphion,98,50,1,4,03.05.2022,2,"Morceau de plastique entre 2,5 et 50cm",G79,6,0.018,
Amphion,98,50,1,4,03.05.2022,2,Paille pour boisson,G35,2,0.002,
Anthy-Séchex,62,30,1,4,04.05.2022,2,Bois d'oeuvre (traité ou coupé/usiné),G170,1,1,
Anthy-Séchex,62,30,1,4,04.05.2022,2,Élastique pour les cheveux,G131,1,0.001,
Anthy-Séchex,62,30,1,4,04.05.2022,2,Grille en plastique STEP,G932,1,0.00107,
Anthy-Séchex,62,30,1,4,04.05.2022,2,Ligne de pêche,G132,1,0.0002,
Anthy-Séchex,62,30,1,4,04.05.2022,2,Mégot de cigarette,G27,3,0.00066,
