Lieu;Aire;Temps;Position;Substrat;Date;Saison;Objet;Code;OPSAR;UNEP;Quantité;Poids;;;
Bouveret;438;220;2;1;05.11.2022;4;Morceau de plastique entre 2,5 et 50cm;G79;;;23;0,069;0,052511416;;
Bouveret;99;50;1;1;15.01.2022;1;Tuyau plastique/PVC de moins de 30 cm;G79;;;1;0,1;0,01010101;;
Bouveret;438;220;2;1;15.01.2022;1;Tuyau plastique/PVC de moins de 30 cm;G79;;;6;0,6;0,01369863;;
Bouveret;438;220;2;1;05.11.2022;4;Tuyau plastique/PVC de moins de 30 cm;G79;;;1;0,1;0,002283105;;
Bouveret;99;50;1;1;15.01.2022;1;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;5;0,004;0,050505051;;
Bouveret;438;220;2;1;15.01.2022;1;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;14;0,0112;0,03196347;;
Bouveret;99;50;1;1;30.04.2022;2;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;2;0,0016;0,02020202;0,8;0,8
Bouveret;438;220;2;1;30.04.2022;2;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;12;0,0096;0,02739726;;
Bouveret;438;220;2;1;03.09.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;14;0,0112;0,03196347;;
Bouveret;99;50;1;1;03.09.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;11;0,0088;0,111111111;;
Bouveret;438;220;2;1;05.11.2022;4;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;14;0,0112;0,03196347;;
Bouveret;99;50;1;1;15.01.2022;1;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;4;0,016;0,04040404;;
Bouveret;438;220;2;1;15.01.2022;1;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;29;0,116;0,066210046;;
Bouveret;99;50;1;1;30.04.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;3;0,012;0,03030303;4;4
Bouveret;438;220;2;1;30.04.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;15;0,06;0,034246575;;
Bouveret;438;220;2;1;03.09.2022;3;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;6;0,024;0,01369863;;
Bouveret;99;50;1;1;03.09.2022;3;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;6;0,024;0,060606061;;
Bouveret;438;220;2;1;05.11.2022;4;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;3;0,012;0,006849315;;
Bouveret;99;50;1;1;03.09.2022;3;Fibre plastique béton projeté;G89;;;12;0,0003192;0,121212121;;
Bouveret;438;220;2;1;05.11.2022;4;Fibre plastique béton projeté;G89;;;8;0,0002128;0,01826484;;
Bouveret;99;50;1;1;15.01.2022;1;Déchet de construction/chantier en plastique;G89;;;29;14,5;0,292929293;;
Bouveret;438;220;2;1;15.01.2022;1;Déchet de construction/chantier en plastique;G89;;;22;11;0,050228311;;
Bouveret;99;50;1;1;30.04.2022;2;Déchet de construction/chantier en plastique;G89;;;50;25;0,505050505;500;
Bouveret;438;220;2;1;30.04.2022;2;Déchet de construction/chantier en plastique;G89;;;63;31,5;0,143835616;;
Bouveret;438;220;2;1;03.09.2022;3;Déchet de construction/chantier en plastique;G89;;;31;15,5;0,070776256;;
Bouveret;99;50;1;1;03.09.2022;3;Déchet de construction/chantier en plastique;G89;;;20;10;0,202020202;;
Bouveret;438;220;2;1;05.11.2022;4;Déchet de construction/chantier en plastique;G89;;;4;2;0,00913242;;
Bouveret;99;50;1;1;15.01.2022;1;Pot de fleur en plastique;G90;;;2;0,05;0,02020202;;
Bouveret;438;220;2;1;15.01.2022;1;Masque chirurgical/protection/hygiène;G901;105;OT05;1;0,006;0,002283105;;
Bouveret;438;220;2;1;05.11.2022;4;Masque chirurgical/protection/hygiène;G901;105;OT05;1;0,006;0,002283105;;
Bouveret;99;50;1;1;30.04.2022;2;Élastique pour les cheveux;G905;;RB06;1;0,001;0,01010101;1;
Bouveret;438;220;2;1;30.04.2022;2;Élastique pour les cheveux;G905;;RB06;3;0,003;0,006849315;;
Bouveret;99;50;1;1;15.01.2022;1;Etiquette/Code barre;G922;;;1;0,0025;0,01010101;;
Bouveret;99;50;1;1;30.04.2022;2;Etiquette/Code barre;G922;;;1;0,0025;0,01010101;2,5;
Bouveret;438;220;2;1;30.04.2022;2;Etiquette/Code barre;G922;;;2;0,005;0,00456621;;
Bouveret;438;220;2;1;05.11.2022;4;Etiquette/Code barre;G922;;;1;0,0025;0,002283105;;
Bouveret;438;220;2;1;15.01.2022;1;Rubalise/ruban de signalisation/de chantier en plastique;G931;48;PL24;2;0,02;0,00456621;;
Bouveret;438;220;2;1;30.04.2022;2;Rubalise/ruban de signalisation/de chantier en plastique;G931;48;PL24;1;0,01;0,002283105;;
Bouveret;99;50;1;1;15.01.2022;1;Grille en plastique STEP;G932;;;6;0,00642;0,060606061;;
Bouveret;438;220;2;1;15.01.2022;1;Grille en plastique STEP;G932;;;2;0,00214;0,00456621;;
Bouveret;99;50;1;1;30.04.2022;2;Grille en plastique STEP;G932;;;11;0,01177;0,111111111;1,07;1,07
Bouveret;438;220;2;1;30.04.2022;2;Grille en plastique STEP;G932;;;7;0,00749;0,015981735;;
Bouveret;99;50;1;1;03.09.2022;3;Grille en plastique STEP;G932;;;5;0,00535;0,050505051;;
Bouveret;438;220;2;1;05.11.2022;4;Grille en plastique STEP;G932;;;2;0,00214;0,00456621;;
Bouveret;438;220;2;1;15.01.2022;1;Capsule de phéromones pour vigne;G937;;;1;0,005;0,002283105;;
Bouveret;438;220;2;1;15.01.2022;1;Coton-tige;G95;98;OT02;28;0,00504;0,063926941;;
Bouveret;99;50;1;1;30.04.2022;2;Coton-tige;G95;98;OT02;30;0,0054;0,303030303;0,18;0,18
Bouveret;99;50;1;1;30.04.2022;2;Coton-tige;G95;98;OT02;33;0,00594;0,333333333;0,18;0,18
Bouveret;438;220;2;1;03.09.2022;3;Coton-tige;G95;98;OT02;15;0,0027;0,034246575;;
Bouveret;438;220;2;1;30.04.2022;2;Seringue en plastique;G99;105;OT05;1;0,005;0,002283105;;
Bouveret;99;50;1;1;30.04.2022;2;Seringue en plastique;G99;104;PL12;1;0,005;0,01010101;5;
Clarens;67;30;1;4;30.07.2022;3;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;1;0,000021;0,014925373;0,021;
Clarens;67;30;1;4;17.12.2022;4;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;1;0,000021;0,014925373;;
Clarens;67;30;1;4;16.01.2022;1;Pellets/Nurdles industriels;G112;;PL23;3;0,000075;0,044776119;0,025;
Clarens;67;30;1;4;17.12.2022;4;Pellets/Nurdles industriels;G112;;PL23;1;0,000025;0,014925373;;
Clarens;273;125;2;2;17.12.2022;4;Pellets/Nurdles industriels;G112;;PL23;1;0,000025;;;
Clarens;67;30;1;4;16.01.2022;1;Filaments de plastique de moins de 5 mm;G113;;;6;0,00012;0,089552239;0,02;
Clarens;273;125;2;2;17.12.2022;4;Filaments de plastique de moins de 5 mm;G113;;;1;0,00002;;;
Clarens;273;125;2;2;30.07.2022;3;Bande élastique;G131;;;3;0,00084;0,010989011;0,28;0,28
Clarens;273;125;2;2;29.04.2022;2;Morceau de caoutchouc moins de 5cm;G134;53;RB08;1;0,002;0,003663004;2;
Clarens;273;125;2;2;30.07.2022;3;Chiffon/Patte ;G145;59;CL06;1;0,056;0,003663004;56;
Clarens;67;30;1;4;29.04.2022;2;Morceau de textile de moins de 5 cm;G145;59;CL06;3;0,0078;0,044776119;2,6;
Clarens;273;125;2;2;30.07.2022;3;Morceau de textile de moins de 5 cm;G145;59;CL06;1;0,0026;0,003663004;2,6;
Clarens;273;125;2;2;16.01.2022;1;Cable/fil électrique;G194;;;1;0,002;0,003663004;2;2
Clarens;67;30;1;4;29.04.2022;2;Cable/fil électrique;G194;;;2;0,004;0,029850746;2;2
Clarens;273;125;2;2;29.04.2022;2;Cable/fil électrique;G194;;;4;0,008;0,014652015;2;2
Clarens;67;30;1;4;30.07.2022;3;Cable/fil électrique;G194;;;1;0,002;0,014925373;2;2
Clarens;273;125;2;2;17.12.2022;4;Cable/fil électrique;G194;;;1;0,002;;;
Clarens;273;125;2;2;16.01.2022;1;Bouchon/capuchon PET;G21;15;PL01;1;0,00175;0,003663004;1,75;1,75
Clarens;273;125;2;2;29.04.2022;2;Bouchon/capuchon PET;G21;15;PL01;1;0,00175;0,003663004;1,75;1,75
Clarens;67;30;1;4;30.07.2022;3;Bouchon/capuchon PET;G21;15;PL01;1;0,00175;0,014925373;1,75;1,75
Clarens;67;30;1;4;30.07.2022;3;Pansement/Sparadrap/Bande;G211;105;OT05;4;0,0008;0,059701493;0,2;0,2
Clarens;273;125;2;2;29.04.2022;2;Composant électronique;G216;;;1;0,1;0,003663004;100;
Clarens;273;125;2;2;17.12.2022;4;Rasoir jetable plastique/bic;G905;;;1;0,0056;;;
Clarens;273;125;2;2;17.12.2022;4;Bouchons en plastiques agglomérés de bouteille de vin;G23;15;PL01;1;0,001;;;
Clarens;273;125;2;2;16.01.2022;1;Couvercle en plastique non-identifié;G23;15;PL01;2;0,014;0,007326007;7;
Clarens;67;30;1;4;30.07.2022;3;Couvercle en plastique non-identifié;G23;15;PL01;2;0,014;0,029850746;7;
Clarens;67;30;1;4;29.04.2022;2;Anneau plastique bouteille;G24;15;PL01;1;0,0001;0,014925373;0,1;
Clarens;273;125;2;2;30.07.2022;3;Anneau plastique bouteille;G24;15;PL01;1;0,0001;0,003663004;0,1;
Clarens;67;30;1;4;30.07.2022;3;Anneau plastique bouteille;G24;15;PL01;2;0,0002;0,029850746;0,1;
Clarens;273;125;2;2;17.12.2022;4;Anneau plastique bouteille;G24;15;PL01;1;0,0001;;;
Clarens;67;30;1;4;16.01.2022;1;Mégot de cigarette;G27;64;PL11;3;0,00066;0,044776119;0,22;
Clarens;273;125;2;2;16.01.2022;1;Mégot de cigarette;G27;64;PL11;8;0,00176;0,029304029;0,22;
Clarens;67;30;1;4;29.04.2022;2;Mégot de cigarette;G27;64;PL11;7;0,00154;0,104477612;0,22;
Clarens;273;125;2;2;29.04.2022;2;Mégot de cigarette;G27;64;PL11;61;0,01342;0,223443223;0,22;
Clarens;67;30;1;4;30.07.2022;3;Mégot de cigarette;G27;64;PL11;41;0,00902;0,611940299;0,22;
Clarens;273;125;2;2;30.07.2022;3;Mégot de cigarette;G27;64;PL11;256;0,05632;0,937728938;0,22;
Clarens;67;30;1;4;17.12.2022;4;Mégot de cigarette;G27;64;PL11;5;0,0011;0,074626866;;
Clarens;273;125;2;2;17.12.2022;4;Mégot de cigarette;G27;64;PL11;51;0,0112;;;
Clarens;273;125;2;2;17.12.2022;4;Brosse à dents;G29;18;;1;0,01;;;
Clarens;273;125;2;2;17.12.2022;4;Cellophane/film alimentaire plastique;G30;117;;6;0,0126;;;
Clarens;67;30;1;4;17.12.2022;4;Cellophane/film alimentaire plastique;G30;117;;2;0,0042;0,029850746;;
Clarens;67;30;1;4;16.01.2022;1;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;11;0,0064;0,164179104;0,581818182;
Clarens;273;125;2;2;29.04.2022;2;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;5;0,0029;0,018315018;0,58;
Clarens;67;30;1;4;29.04.2022;2;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;9;0,0052;0,134328358;0,577777778;
Clarens;67;30;1;4;30.07.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;15;0,0087;0,223880597;0,58;
Clarens;273;125;2;2;30.07.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;30;0,0175;0,10989011;0,583333333;
Clarens;273;125;2;2;16.01.2022;1;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,003663004;0,18;0,18
Clarens;67;30;1;4;29.04.2022;2;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,014925373;0,18;0,18
Clarens;273;125;2;2;29.04.2022;2;Bâtonnet de sucette en plastique;G31;19;;3;0,00054;0,010989011;0,18;0,18
Clarens;273;125;2;2;30.07.2022;3;Bâtonnet de sucette en plastique;G31;19;;5;0,0009;0,018315018;0,18;0,18
Clarens;67;30;1;4;16.01.2022;1;Paille pour boisson;G35;22;PL04;1;0,001;0,014925373;1;
Clarens;273;125;2;2;29.04.2022;2;Paille pour boisson;G35;22;PL04;1;0,001;0,003663004;1;
Clarens;273;125;2;2;17.12.2022;4;Paille pour boisson;G35;22;PL04;2;0,002;;;
Clarens;273;125;2;2;30.07.2022;3;Gant en latex;G39;;PL09;1;0,002;0,003663004;2;
Clarens;67;30;1;4;30.07.2022;3;Sac de congélation/petit sac plastique;G4;3;PL07;1;0,002;0,014925373;2;2
Clarens;273;125;2;2;29.04.2022;2;Ficelle de moins de 1cm de diamètre;G50;32;PL19;2;0,008;0,007326007;4;4
Clarens;273;125;2;2;30.07.2022;3;Ficelle de moins de 1cm de diamètre;G50;32;PL19;6;0,024;0,021978022;4;4
Clarens;273;125;2;2;30.07.2022;3;Morceau de filet de pêche de plus de 50 cm;G54;116;PL20;1;0,1;0,003663004;100;
Clarens;273;125;2;2;16.01.2022;1;Bande de cerclage en plastique;G66;39;PL21;1;0,006;0,003663004;6;
Clarens;273;125;2;2;30.07.2022;3;Bande de cerclage en plastique;G66;39;PL21;2;0,012;0,007326007;6;
Clarens;273;125;2;2;16.01.2022;1;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;1;0,0031;0,003663004;3,1;3,1
Clarens;273;125;2;2;29.04.2022;2;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;1;0,0031;0,003663004;3,1;3,1
Clarens;273;125;2;2;30.07.2022;3;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;1;0,0031;0,003663004;3,1;3,1
Clarens;67;30;1;4;30.07.2022;3;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;2;0,0062;0,029850746;3,1;3,1
Clarens;273;125;2;2;17.12.2022;4;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;1;0,0031;;;
Clarens;273;125;2;2;16.01.2022;1;Éponge;G73;45;FP01;1;0,02;0,003663004;20;
Clarens;67;30;1;4;30.07.2022;3;Éponge;G73;45;FP01;4;0,08;0,059701493;20;
Clarens;273;125;2;2;30.07.2022;3;Éponge;G73;45;FP01;7;0,14;0,025641026;20;
Clarens;273;125;2;2;16.01.2022;1;Mousse de rembourage;G74;;;1;0,0008;0,003663004;0,8;0,8
Clarens;273;125;2;2;29.04.2022;2;Mousse de rembourage;G74;;;26;0,0208;0,095238095;0,8;0,8
Clarens;67;30;1;4;30.07.2022;3;Mousse de rembourage;G74;;;12;0,0096;0,179104478;0,8;0,8
Clarens;273;125;2;2;30.07.2022;3;Mousse de rembourage;G74;;;24;0,0192;0,087912088;0,8;0,8
Clarens;273;125;2;2;17.12.2022;4;Mousse de rembourage;G74;;;6;0,0048;;;
Clarens;273;125;2;2;16.01.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;5;0,0015;0,018315018;0,3;0,3
Clarens;67;30;1;4;29.04.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;2;0,0006;0,029850746;0,3;0,3
Clarens;273;125;2;2;29.04.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;23;0,0069;0,084249084;0,3;0,3
Clarens;67;30;1;4;30.07.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;38;0,0114;0,567164179;0,3;0,3
Clarens;273;125;2;2;30.07.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;95;0,0285;0,347985348;0,3;0,3
Clarens;67;30;1;4;17.12.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;2;0,0006;0,029850746;;
Clarens;273;125;2;2;17.12.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;34;0,0102;;;
Clarens;67;30;1;4;29.04.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;6;0,018;0,089552239;3;3
Clarens;273;125;2;2;29.04.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;39;0,117;0,142857143;3;3
Clarens;273;125;2;2;30.07.2022;3;Morceau de plastique entre 2,5 et 50cm;G79;;;2;0,006;0,007326007;3;3
Clarens;67;30;1;4;30.07.2022;3;Morceau de plastique entre 2,5 et 50cm;G79;;;48;0,144;0,71641791;3;3
Clarens;273;125;2;2;17.12.2022;4;Morceau de plastique entre 2,5 et 50cm;G79;;;33;0,099;;;
Clarens;67;30;1;4;16.01.2022;1;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;7;0,0056;0,104477612;0,8;0,8
Clarens;67;30;1;4;29.04.2022;2;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;2;0,0016;0,029850746;0,8;0,8
Clarens;67;30;1;4;30.07.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;3;0,0024;0,044776119;0,8;0,8
Clarens;67;30;1;4;17.12.2022;4;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;1;0,0008;0,014925373;;
Clarens;273;125;2;2;17.12.2022;4;Sagex-EPS/Polystyrène expansé entre 0,5cm et 2,5cm;G81;;;8;0,0064;;;
Clarens;67;30;1;4;16.01.2022;1;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;1;0,004;0,014925373;4;4
Clarens;273;125;2;2;16.01.2022;1;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;2;0,008;0,007326007;4;4
Clarens;67;30;1;4;29.04.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;1;0,004;0,014925373;4;4
Clarens;273;125;2;2;29.04.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;20;0,08;0,073260073;4;4
Clarens;67;30;1;4;30.07.2022;3;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;4;0,016;0,059701493;4;4
Clarens;273;125;2;2;17.12.2022;4;Sagex-EPS/Polystyrène expansé entre 2,5cm et 50cm;G82;;;3;0,012;;;
Clarens;273;125;2;2;17.12.2022;4;Fibre plastique béton projeté;G89;;;1;;;;
Clarens;67;30;1;4;16.01.2022;1;Déchet de construction/chantier en plastique;G89;;;1;0,5;0,014925373;500;
Clarens;273;125;2;2;16.01.2022;1;Déchet de construction/chantier en plastique;G89;;;2;1;0,007326007;500;
Clarens;273;125;2;2;17.12.2022;4;Déchet de construction/chantier en plastique;G89;;;1;0,5;;;
Clarens;273;125;2;2;29.04.2022;2;Élastique pour les cheveux;G905;;RB06;1;0,001;0,003663004;1;
Clarens;67;30;1;4;30.07.2022;3;Etiquette/Code barre;G922;;;3;0,0075;0,044776119;2,5;
Clarens;67;30;1;4;30.07.2022;3;Chewing-gum;G926;53;RB08;1;0,002;0,014925373;2;
Clarens;273;125;2;2;29.04.2022;2;Grille en plastique STEP;G932;;;1;0,00107;0,003663004;1,07;1,07
Clarens;273;125;2;2;30.07.2022;3;Grille en plastique STEP;G932;;;1;0,00107;0,003663004;1,07;1,07
Clarens;67;30;1;4;30.07.2022;3;Grille en plastique STEP;G932;;;3;0,00321;0,044776119;1,07;1,07
Clarens;273;125;2;2;17.12.2022;4;Grille en plastique STEP;G932;;;2;0,0021;;;
Clarens;67;30;1;4;16.01.2022;1;Coton-tige;G95;98;OT02;13;0,00234;0,194029851;0,18;0,18
Clarens;67;30;1;4;29.04.2022;2;Coton-tige;G95;98;OT02;2;0,00036;0,029850746;0,18;0,18
Clarens;273;125;2;2;29.04.2022;2;Coton-tige;G95;98;OT02;13;0,00234;0,047619048;0,18;0,18
Clarens;273;125;2;2;30.07.2022;3;Coton-tige;G95;98;OT02;7;0,00126;0,025641026;0,18;0,18
Clarens;67;30;1;4;30.07.2022;3;Coton-tige;G95;98;OT02;10;0,0018;0,149253731;0,18;0,18
Clarens;273;125;2;2;17.12.2022;4;Coton-tige;G95;98;OT02;10;0,0018;;;
Crans;16;6;1;2;06.09.2022;3;Cable/fil électrique;G194;;;1;0,002;0,0625;2;
Crans;16;6;1;2;18.05.2022;2;Sac plastique;G2;;PL07;1;0,02;0,0625;20;20
Crans;16;6;1;2;18.05.2022;2;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;1;0,0006;0,0625;0,6;
Crans;16;6;1;2;06.09.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;2;0,0012;0,125;0,6;
Crans;16;6;1;2;06.09.2022;3;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,0625;0,18;
Crans;16;6;1;2;18.05.2022;2;Corde de moins de 30 cm;G49;31;PL19;1;0,15;0,0625;150;
Crans;16;6;1;2;16.01.2022;1;Corde entre 1 et 3 mètres;G49;31;PL19;1;0,45;0,0625;450;
Crans;16;6;1;2;16.01.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;3;0,0009;0,1875;0,3;0,3
Crans;16;6;1;2;06.09.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;3;0,0009;0,1875;0,3;
Crans;16;6;1;2;16.01.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;2;0,006;0,125;3;3
Crans;16;6;1;2;18.05.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;3;0,009;0,1875;3;3
Crans;16;6;1;2;06.09.2022;3;Baguette en plastique;G904;48;PL24;1;0,002;0,0625;2;
Crans;16;6;1;2;06.09.2022;3;Élastique pour les cheveux;G905;;RB06;1;0,001;0,0625;1;
Cully;52;25;2;3;17.10.2022;4;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;2;0,000042;0,038461538;0,021;
Cully;52;25;2;3;07.08.2022;3;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;1;0,000021;0,019230769;0,021;
Cully;52;25;2;3;07.08.2022;3;Filaments de plastique de moins de 5 mm;G113;;;1;0,00002;0,019230769;0,02;
Cully;52;25;2;3;17.10.2022;4;Filaments de plastique de moins de 5 mm;G113;;;1;0,00002;0,019230769;0,02;
Cully;52;25;2;3;26.01.2022;1;Morceau de caoutchouc moins de 5cm;G134;53;RB08;1;0,002;0,019230769;2;
Cully;52;25;2;3;07.08.2022;3;Morceau de caoutchouc moins de 5cm;G134;53;RB08;2;0,004;0,038461538;2;
Cully;15;7;1;3;04.05.2022;2;Ceinture en cuir;G138;57;CL01;2;0,3;0,133333333;150;
Cully;52;25;2;3;26.01.2022;1;Morceau de textile de moins de 5 cm;G145;59;CL06;2;0,0052;0,038461538;2,6;
Cully;52;25;2;3;26.01.2022;1;Couvercle/capuchon/bouchon plastique PET;G21;15;PL01;3;0,012;0,057692308;4;
Cully;52;25;2;3;04.05.2022;2;Pansement/Sparadrap/Bande;G211;105;OT05;1;0,0002;0,019230769;0,2;0,2
Cully;15;7;1;3;07.08.2022;3;Bouchons en plastiques agglomérés de bouteille de vin;G23;15;PL01;1;0,001;0,066666667;1;
Cully;52;25;2;3;07.08.2022;3;Couvercle en plastique non-identifié;G23;15;PL01;2;0,014;0,038461538;7;
Cully;15;7;1;3;26.01.2022;1;Mégot de cigarette;G27;64;PL11;1;0,00022;0,066666667;0,22;
Cully;52;25;2;3;26.01.2022;1;Mégot de cigarette;G27;64;PL11;1;0,00022;0,019230769;0,22;
Cully;15;7;1;3;07.08.2022;3;Mégot de cigarette;G27;64;PL11;1;0,00022;0,066666667;0,22;
Cully;52;25;2;3;07.08.2022;3;Mégot de cigarette;G27;64;PL11;10;0,0022;0,192307692;0,22;
Cully;15;7;1;3;04.05.2022;2;Corde de moins de 30 cm;G49;31;PL19;1;0,15;0,066666667;150;
Cully;15;7;1;3;26.01.2022;1;Ficelle de moins de 1cm de diamètre;G50;32;PL19;1;0,004;0,066666667;4;4
Cully;52;25;2;3;07.08.2022;3;Ficelle de moins de 1cm de diamètre;G50;32;PL19;1;0,004;0,019230769;4;4
Cully;52;25;2;3;17.10.2022;4;Ficelle de moins de 1cm de diamètre;G50;32;PL19;1;0,004;0,019230769;4;
Cully;52;25;2;3;26.01.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;2;0,0006;0,038461538;0,3;0,3
Cully;52;25;2;3;04.05.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;1;0,0003;0,019230769;0,3;0,3
Cully;52;25;2;3;07.08.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;2;0,0006;0,038461538;0,3;0,3
Cully;15;7;1;3;17.10.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;1;0,0003;0,066666667;0,3;
Cully;52;25;2;3;17.10.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;1;0,0003;0,019230769;0,3;
Cully;52;25;2;3;26.01.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;1;0,003;0,019230769;3;3
Cully;15;7;1;3;04.05.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;1;0,003;0,066666667;3;3
Cully;52;25;2;3;17.10.2022;4;Morceau de plastique entre 2,5 et 50cm;G79;;;2;0,006;0,038461538;3;
Cully;52;25;2;3;07.08.2022;3;Élastique pour les cheveux;G905;;RB06;1;0,001;0,019230769;1;
Excenevex;1803;900;2;1;08.05.2022;2;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;10;0,00021;0,005546312;;
Excenevex;1803;900;2;1;06.11.2022;4;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;46;0,000966;0,025513034;;
Excenevex;175;90;1;1;13.02.2022;1;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;18;0,000378;0,102857143;0,021;
Excenevex;1803;900;2;1;13.02.2022;1;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;457;0,009597;0,253466445;0,021;
Excenevex;1803;900;2;1;08.05.2022;2;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;21;0,000441;0,011647255;;
Excenevex;1803;900;2;1;06.11.2022;4;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;193;0,004053;0,107043816;;
Excenevex;175;90;1;1;13.02.2022;1;Pellets/Nurdles industriels;G112;;PL23;5;0,000125;0,028571429;0,025;
Excenevex;1803;900;2;1;13.02.2022;1;Pellets/Nurdles industriels;G112;;PL23;7;0,000175;0,003882418;0,025;
Excenevex;175;90;1;1;06.11.2022;4;Pellets/Nurdles industriels;G112;;PL23;277;0,006925;1,582857143;;
Excenevex;1803;900;2;1;13.02.2022;1;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;1;1,88679E-06;0,000554631;0,001886792;
Excenevex;1803;900;2;1;04.09.2022;3;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;3;5,66038E-06;0,001663894;;
Excenevex;1803;900;2;1;06.11.2022;4;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;2;3,77358E-06;0,001109262;;
Excenevex;175;90;1;1;06.11.2022;4;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;8;1,50943E-05;0,045714286;;
Excenevex;1803;900;2;1;06.11.2022;4;Ligne de pêche;G132;;;1;0,0002;0,000554631;;
Excenevex;1803;900;2;1;13.02.2022;1;Morceau de caoutchouc entre 5 et 30cm;G134;53;RB08;2;0,02;0,001109262;10;
Excenevex;1803;900;2;1;13.02.2022;1;Morceau de caoutchouc moins de 5cm;G134;53;RB08;1;0,002;0,000554631;2;
Excenevex;1803;900;2;1;06.11.2022;4;Chausette;G135;;CL01;1;0,015;0,000554631;;
