Lieu;Aire;Temps;Position;Substrat;Date;Saison;Objet;Code;OPSAR;UNEP;Quantité;Poids;;;
Lugrin;159;80;2;4;02.07.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;21;0,0122;0,132075472;0,580952381;
Lugrin;72;35;1;4;05.11.2022;4;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;6;0,0035;0,083333333;0,583333333;
Lugrin;159;80;2;4;05.11.2022;4;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;17;0,0099;0,106918239;0,582352941;
Lugrin;72;35;1;4;07.05.2022;2;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,013888889;0,18;0,18
Lugrin;72;35;1;4;02.07.2022;3;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,013888889;0,18;0,18
Lugrin;159;80;2;4;02.07.2022;3;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,006289308;0,18;0,18
Lugrin;72;35;1;4;05.11.2022;4;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,013888889;0,18;
Lugrin;159;80;2;4;05.11.2022;4;Bâtonnet de sucette en plastique;G31;19;;1;0,00018;0,006289308;0,18;
Lugrin;72;35;1;4;07.05.2022;2;Cuillère plastique;G34;6;PL06;1;0,008;0,013888889;8;
Lugrin;72;35;1;4;02.07.2022;3;Cuillère plastique;G34;6;PL06;1;0,008;0,013888889;8;
Lugrin;72;35;1;4;07.05.2022;2;Paille pour boisson;G35;22;PL04;1;0,001;0,013888889;1;
Lugrin;72;35;1;4;02.07.2022;3;Paille pour boisson;G35;22;PL04;1;0,001;0,013888889;1;
Lugrin;159;80;2;4;02.07.2022;3;Paille pour boisson;G35;22;PL04;1;0,001;0,006289308;1;
Lugrin;72;35;1;4;05.11.2022;4;Corde entre 30cm et 1 mètre;G49;31;PL19;1;0,3;0,013888889;300;
Lugrin;159;80;2;4;06.02.2022;1;Ficelle de moins de 1cm de diamètre;G50;32;PL19;1;0,004;0,006289308;4;4
Lugrin;159;80;2;4;07.05.2022;2;Ficelle de moins de 1cm de diamètre;G50;32;PL19;1;0,004;0,006289308;4;4
Lugrin;159;80;2;4;02.07.2022;3;Ficelle de moins de 1cm de diamètre;G50;32;PL19;2;0,008;0,012578616;4;4
Lugrin;72;35;1;4;02.07.2022;3;Ficelle de moins de 1cm de diamètre;G50;32;PL19;3;0,012;0,041666667;4;4
Lugrin;159;80;2;4;07.05.2022;2;Bande de cerclage en plastique;G66;39;PL21;1;0,006;0,006289308;6;
Lugrin;159;80;2;4;02.07.2022;3;Bande de cerclage en plastique;G66;39;PL21;1;0,006;0,006289308;6;
Lugrin;72;35;1;4;07.05.2022;2;Emballage industriel;G67;40;PL16;3;0,3;0,041666667;100;
Lugrin;159;80;2;4;02.07.2022;3;Emballage industriel;G67;40;PL16;2;0,2;0,012578616;100;
Lugrin;72;35;1;4;02.07.2022;3;Emballage industriel;G67;40;PL16;3;0,3;0,041666667;100;
Lugrin;159;80;2;4;05.11.2022;4;Bouteille de PET 0.5l;G7;4;PL02;1;0,035;0,006289308;35;
Lugrin;72;35;1;4;07.05.2022;2;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;2;0,0062;0,027777778;3,1;3,1
Lugrin;72;35;1;4;02.07.2022;3;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;1;0,0031;0,013888889;3,1;3,1
Lugrin;159;80;2;4;02.07.2022;3;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;3;0,0093;0,018867925;3,1;3,1
Lugrin;159;80;2;4;05.11.2022;4;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;3;0,0093;0,018867925;3,1;
Lugrin;159;80;2;4;06.02.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;19;0,0057;0,119496855;0,3;0,3
Lugrin;159;80;2;4;07.05.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;1;0,0003;0,006289308;0,3;0,3
Lugrin;72;35;1;4;07.05.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;5;0,0015;0,069444444;0,3;0,3
Lugrin;72;35;1;4;02.07.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;3;0,0009;0,041666667;0,3;0,3
Lugrin;159;80;2;4;02.07.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;13;0,0039;0,081761006;0,3;0,3
Lugrin;72;35;1;4;05.11.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;1;0,0003;0,013888889;0,3;
Lugrin;159;80;2;4;05.11.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;12;0,0036;0,075471698;0,3;
Lugrin;159;80;2;4;05.11.2022;4;Feuille/fourre en plastique;G79;;;1;0,001;0,006289308;1;
Lugrin;72;35;1;4;06.02.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;4;0,012;0,055555556;3;3
Lugrin;159;80;2;4;06.02.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;20;0,06;0,125786164;3;3
Lugrin;159;80;2;4;07.05.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;4;0,012;0,025157233;3;3
Lugrin;72;35;1;4;07.05.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;10;0,03;0,138888889;3;3
Lugrin;72;35;1;4;02.07.2022;3;Morceau de plastique entre 2,5 et 50cm;G79;;;7;0,021;0,097222222;3;3
Lugrin;159;80;2;4;02.07.2022;3;Morceau de plastique entre 2,5 et 50cm;G79;;;9;0,027;0,056603774;3;3
Lugrin;72;35;1;4;05.11.2022;4;Morceau de plastique entre 2,5 et 50cm;G79;;;11;0,033;0,152777778;3;
Lugrin;159;80;2;4;05.11.2022;4;Morceau de plastique entre 2,5 et 50cm;G79;;;12;0,036;0,075471698;3;
Lugrin;159;80;2;4;06.02.2022;1;Tuyau plastique/PVC de moins de 30 cm;G79;;;2;0,2;0,012578616;100;
Lugrin;159;80;2;4;07.05.2022;2;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;1;0,0008;0,006289308;0,8;0,8
Lugrin;72;35;1;4;07.05.2022;2;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;25;0,02;0,347222222;0,8;0,8
Lugrin;72;35;1;4;02.07.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;13;0,0104;0,180555556;0,8;0,8
Lugrin;159;80;2;4;02.07.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;21;0,0168;0,132075472;0,8;0,8
Lugrin;72;35;1;4;05.11.2022;4;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;2;0,0016;0,027777778;0,8;
Lugrin;159;80;2;4;05.11.2022;4;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;24;0,0192;0,150943396;0,8;
Lugrin;159;80;2;4;06.02.2022;1;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;26;0,104;0,163522013;4;4
Lugrin;72;35;1;4;07.05.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;1;0,004;0,013888889;4;4
Lugrin;159;80;2;4;07.05.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;1;0,004;0,006289308;4;4
Lugrin;72;35;1;4;02.07.2022;3;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;2;0,008;0,027777778;4;4
Lugrin;159;80;2;4;02.07.2022;3;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;5;0,02;0,031446541;4;4
Lugrin;72;35;1;4;05.11.2022;4;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;2;0,008;0,027777778;4;
Lugrin;159;80;2;4;05.11.2022;4;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;9;0,036;0,056603774;4;
Lugrin;159;80;2;4;07.05.2022;2;Déchet de construction/chantier en plastique;G89;;;2;1;0,012578616;500;
Lugrin;72;35;1;4;07.05.2022;2;Déchet de construction/chantier en plastique;G89;;;4;2;0,055555556;500;
Lugrin;72;35;1;4;05.11.2022;4;Déchet de construction/chantier en plastique;G89;;;1;0,5;0,013888889;500;
Lugrin;72;35;1;4;06.02.2022;1;Serflex/Colson/Attache de chantier;G89;;;1;0,001;0,013888889;1;1
Lugrin;72;35;1;4;07.05.2022;2;Serflex/Colson/Attache de chantier;G89;;;1;0,001;0,013888889;1;1
Lugrin;72;35;1;4;05.11.2022;4;Serflex/Colson/Attache de chantier;G89;;;1;0,001;0,013888889;1;
Lugrin;159;80;2;4;05.11.2022;4;Serflex/Colson/Attache de chantier;G89;;;3;0,003;0,018867925;1;
Lugrin;72;35;1;4;07.05.2022;2;Pot de fleur en plastique;G90;;;1;0,05;0,013888889;50;
Lugrin;72;35;1;4;02.07.2022;3;Pot de fleur en plastique;G90;;;2;0,1;0,027777778;50;
Lugrin;72;35;1;4;07.05.2022;2;Élastique pour les cheveux;G905;;RB06;2;0,002;0,027777778;1;
Lugrin;72;35;1;4;02.07.2022;3;Élastique pour les cheveux;G905;;RB06;2;0,002;0,027777778;1;
Lugrin;159;80;2;4;02.07.2022;3;Élastique pour les cheveux;G905;;RB06;3;0,003;0,018867925;1;
Lugrin;72;35;1;4;05.11.2022;4;Élastique pour les cheveux;G905;;RB06;1;0,001;0,013888889;1;
Lugrin;159;80;2;4;05.11.2022;4;Élastique pour les cheveux;G905;;RB06;2;0,002;0,012578616;1;
Lugrin;159;80;2;4;05.11.2022;4;Pince-à-linge en plastique;G914;46;PL24;1;0,005;0,006289308;5;
Lugrin;72;35;1;4;02.07.2022;3;Etiquette/Code barre;G922;;;1;0,0025;0,013888889;2,5;
Lugrin;159;80;2;4;02.07.2022;3;Etiquette/Code barre;G922;;;3;0,0075;0,018867925;2,5;
Lugrin;72;35;1;4;05.11.2022;4;Chewing-gum;G926;53;RB08;1;0,002;0,013888889;2;
Lugrin;72;35;1;4;02.07.2022;3;Grille en plastique STEP;G932;;;1;0,00107;0,013888889;1,07;1,07
Lugrin;159;80;2;4;02.07.2022;3;Grille en plastique STEP;G932;;;1;0,00107;0,006289308;1,07;1,07
Lugrin;72;35;1;4;05.11.2022;4;Grille en plastique STEP;G932;;;1;0,00107;0,013888889;1,07;
Lugrin;159;80;2;4;06.02.2022;1;Coton-tige;G95;98;OT02;11;0,00198;0,06918239;0,18;0,18
Lugrin;72;35;1;4;07.05.2022;2;Coton-tige;G95;98;OT02;8;0,00144;0,111111111;0,18;0,18
Lugrin;72;35;1;4;02.07.2022;3;Coton-tige;G95;98;OT02;3;0,00054;0,041666667;0,18;0,18
Lugrin;159;80;2;4;02.07.2022;3;Coton-tige;G95;98;OT02;8;0,00144;0,050314465;0,18;0,18
Lugrin;72;35;1;4;05.11.2022;4;Coton-tige;G95;98;OT02;1;0,00018;0,013888889;0,18;
Lugrin;159;80;2;4;05.11.2022;4;Coton-tige;G95;98;OT02;7;0,00126;0,044025157;0,18;
Lutry;77;40;1;4;08.09.2022;3;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;58;0,001218;0,753246753;;
Lutry;77;40;1;4;02.11.2022;4;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;3;5,66038E-06;0,038961039;;
Lutry;234;120;2;2;02.11.2022;4;Cable/fil électrique;G194;;;1;0,002;0,004273504;;
Lutry;77;40;1;4;29.01.2022;1;Bouchon/capuchon PET;G21;15;PL01;1;0,00175;0,012987013;1,75;1,75
Lutry;77;40;1;4;08.09.2022;3;Bouchon/capuchon PET;G21;15;PL01;2;0,0035;0,025974026;;
Lutry;234;120;2;2;02.11.2022;4;Bouchon/capuchon PET;G21;15;PL01;1;0,00175;0,004273504;;
Lutry;77;40;1;4;29.01.2022;1;Couvercle/capuchon/bouchon plastique PET;G21;15;PL01;2;0,008;0,025974026;4;
Lutry;77;40;1;4;19.05.2022;2;Couvercle/capuchon/bouchon plastique PET;G21;15;PL01;3;0,012;0,038961039;;
Lutry;234;120;2;2;19.05.2022;2;Couvercle/capuchon/bouchon plastique PET;G21;15;PL01;2;0,008;0,008547009;;
Lutry;234;120;2;2;29.01.2022;1;Bouchons en plastiques agglomérés de bouteille de vin;G23;15;PL01;1;0,001;0,004273504;1;
Lutry;77;40;1;4;29.01.2022;1;Mégot de cigarette;G27;64;PL11;5;0,0011;0,064935065;0,22;
Lutry;234;120;2;2;29.01.2022;1;Mégot de cigarette;G27;64;PL11;16;0,00352;0,068376068;0,22;
Lutry;77;40;1;4;29.01.2022;1;Cellophane/film alimentaire plastique;G30;117;;3;0,0063;0,038961039;2,1;
Lutry;77;40;1;4;08.09.2022;3;Cellophane/film alimentaire plastique;G30;117;;3;0,0063;0,038961039;;
Lutry;234;120;2;2;29.01.2022;1;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;4;0,0023;0,017094017;0,575;
Lutry;234;120;2;2;08.09.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;3;0,0017;0,012820513;;
Lutry;234;120;2;2;29.01.2022;1;Bâtonnet de sucette en plastique;G31;19;;4;0,00072;0,017094017;0,18;0,18
Lutry;77;40;1;4;29.01.2022;1;Bâtonnet de sucette en plastique;G31;19;;7;0,00126;0,090909091;0,18;0,18
Lutry;77;40;1;4;19.05.2022;2;Bâtonnet de sucette en plastique;G31;19;;14;0,00252;0,181818182;;
Lutry;234;120;2;2;19.05.2022;2;Bâtonnet de sucette en plastique;G31;19;;8;0,00144;0,034188034;;
Lutry;234;120;2;2;08.09.2022;3;Bâtonnet de sucette en plastique;G31;19;;5;0,0009;0,021367521;;
Lutry;234;120;2;2;02.11.2022;4;Bâtonnet de sucette en plastique;G31;19;;18;0,00324;0,076923077;;
Lutry;77;40;1;4;02.11.2022;4;Bâtonnet de sucette en plastique;G31;19;;12;0,00216;0,155844156;;
Lutry;234;120;2;2;29.01.2022;1;Paille pour boisson;G35;22;PL04;1;0,001;0,004273504;1;
Lutry;77;40;1;4;19.05.2022;2;Corde de moins de 30 cm;G49;31;PL19;1;0,15;0,012987013;;
Lutry;234;120;2;2;02.11.2022;4;Corde de moins de 30 cm;G49;31;PL19;2;0,3;0,008547009;;
Lutry;77;40;1;4;02.11.2022;4;Corde de moins de 30 cm;G49;31;PL19;4;0,6;0,051948052;;
Lutry;77;40;1;4;19.05.2022;2;Corde entre 30cm et 1 mètre;G49;31;PL19;1;0,3;0,012987013;;
Lutry;77;40;1;4;19.05.2022;2;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;3;0,0093;0,038961039;;
Lutry;234;120;2;2;19.05.2022;2;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;3;0,0093;0,012820513;;
Lutry;234;120;2;2;08.09.2022;3;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;2;0,0062;0,008547009;;
Lutry;77;40;1;4;08.09.2022;3;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;2;0,0062;0,025974026;;
Lutry;234;120;2;2;02.11.2022;4;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;3;0,0093;0,012820513;;
Lutry;77;40;1;4;02.11.2022;4;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;1;0,0031;0,012987013;;
Lutry;77;40;1;4;29.01.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;15;0,0045;0,194805195;0,3;0,3
Lutry;234;120;2;2;29.01.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;41;0,0123;0,175213675;0,3;0,3
Lutry;77;40;1;4;19.05.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;41;0,0123;0,532467532;;
Lutry;234;120;2;2;19.05.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;52;0,0156;0,222222222;;
Lutry;234;120;2;2;08.09.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;32;0,0096;0,136752137;;
Lutry;77;40;1;4;08.09.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;65;0,0195;0,844155844;;
Lutry;234;120;2;2;02.11.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;41;0,0123;0,175213675;;
Lutry;77;40;1;4;02.11.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;72;0,0216;0,935064935;;
Lutry;77;40;1;4;19.05.2022;2;Feuille/fourre en plastique;G79;;;13;0,013;0,168831169;;
Lutry;234;120;2;2;19.05.2022;2;Feuille/fourre en plastique;G79;;;5;0,005;0,021367521;;
Lutry;234;120;2;2;02.11.2022;4;Feuille/fourre en plastique;G79;;;3;0,003;0,012820513;;
Lutry;77;40;1;4;02.11.2022;4;Feuille/fourre en plastique;G79;;;13;0,013;0,168831169;;
Lutry;77;40;1;4;29.01.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;6;0,018;0,077922078;3;3
Lutry;234;120;2;2;29.01.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;18;0,054;0,076923077;3;3
Lutry;77;40;1;4;19.05.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;3;0,009;0,038961039;;
Lutry;234;120;2;2;19.05.2022;2;Morceau de plastique entre 2,5 et 50cm;G79;;;2;0,006;0,008547009;;
Lutry;234;120;2;2;08.09.2022;3;Morceau de plastique entre 2,5 et 50cm;G79;;;3;0,009;0,012820513;;
Lutry;77;40;1;4;08.09.2022;3;Morceau de plastique entre 2,5 et 50cm;G79;;;11;0,033;0,142857143;;
Lutry;234;120;2;2;02.11.2022;4;Morceau de plastique entre 2,5 et 50cm;G79;;;9;0,027;0,038461538;;
Lutry;77;40;1;4;02.11.2022;4;Morceau de plastique entre 2,5 et 50cm;G79;;;9;0,027;0,116883117;;
Lutry;77;40;1;4;02.11.2022;4;Morceau de plastique de plus de 50cm;G80;;;4;4;0,051948052;;
Lutry;77;40;1;4;29.01.2022;1;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;1;0,0008;0,012987013;0,8;0,8
Lutry;234;120;2;2;29.01.2022;1;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;3;0,0024;0,012820513;0,8;0,8
Lutry;234;120;2;2;19.05.2022;2;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;4;0,0032;0,017094017;;
Lutry;234;120;2;2;08.09.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;1;0,0008;0,004273504;;
Lutry;77;40;1;4;08.09.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;3;0,0024;0,038961039;;
Lutry;234;120;2;2;02.11.2022;4;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;4;0,0032;0,017094017;;
Lutry;77;40;1;4;19.05.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;3;0,012;0,038961039;;
Lutry;234;120;2;2;19.05.2022;2;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;4;0,016;0,017094017;;
Lutry;234;120;2;2;02.11.2022;4;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;4;0,016;0,017094017;;
Lutry;234;120;2;2;29.01.2022;1;Grille en plastique STEP;G932;;;1;0,00107;0,004273504;1,07;1,07
Lutry;234;120;2;2;08.09.2022;3;Grille en plastique STEP;G932;;;1;0,00107;0,004273504;;
Meillerie;53;7;1;2;02.05.2022;2;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;1;0,000021;0,018867925;0,021;
Meillerie;53;7;1;2;02.05.2022;2;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;2;0,000042;0,037735849;0,021;0,021
Meillerie;53;7;1;2;18.07.2022;3;Morceaux/fragments de plastique anguleux de moins de 5mm;G106;;;3;0,000063;0,056603774;0,021;
Meillerie;53;7;1;2;24.01.2022;1;Pellets/Nurdles industriels;G112;;PL23;1;0,000025;0,018867925;0,025;
Meillerie;53;7;1;2;24.01.2022;1;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;3;5,66038E-06;0,056603774;0,001886792;
Meillerie;53;7;1;2;02.05.2022;2;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;5;9,43396E-06;0,094339623;0,001886792;
Meillerie;53;7;1;2;24.01.2022;1;Morceau de textile de moins de 5 cm;G145;59;CL06;1;0,0026;0,018867925;2,6;
Meillerie;53;7;1;2;02.05.2022;2;Morceau de textile de moins de 5 cm;G145;59;CL06;1;0,0026;0,018867925;2,6;
Meillerie;53;7;1;2;18.07.2022;3;Morceau de textile de moins de 5 cm;G145;59;CL06;1;0,0026;0,018867925;2,6;
Meillerie;53;7;1;2;02.05.2022;2;Cable/fil électrique;G194;;;1;0,002;0,018867925;2;2
Meillerie;53;7;1;2;02.05.2022;2;Sachet plastique;G2;;PL07;2;0,0004;0,037735849;0,2;
Meillerie;53;7;1;2;18.07.2022;3;Pansement/Sparadrap/Bande;G211;105;OT05;1;0,0002;0,018867925;0,2;0,2
Meillerie;53;7;1;2;02.05.2022;2;Mégot de cigarette;G27;64;PL11;3;0,00066;0,056603774;0,22;
Meillerie;53;7;1;2;18.07.2022;3;Mégot de cigarette;G27;64;PL11;11;0,00242;0,20754717;0,22;
Meillerie;53;7;1;2;08.11.2022;4;Mégot de cigarette;G27;64;PL11;1;0,00022;0,018867925;0,22;
Meillerie;53;7;1;2;18.07.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;6;0,0035;0,113207547;0,583333333;
Meillerie;53;7;1;2;24.01.2022;1;Corde de moins de 30 cm;G49;31;PL19;1;0,15;0,018867925;150;
Meillerie;53;7;1;2;02.05.2022;2;Mousse de rembourage;G74;;;1;0,0008;0,018867925;0,8;0,8
Meillerie;53;7;1;2;08.11.2022;4;Mousse de rembourage;G74;;;1;0,0008;0,018867925;0,8;
Meillerie;53;7;1;2;24.01.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;3;0,0009;0,056603774;0,3;0,3
Meillerie;53;7;1;2;02.05.2022;2;Morceau de plastique de moins de 2,5cm;G78;;;5;0,0015;0,094339623;0,3;0,3
Meillerie;53;7;1;2;18.07.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;1;0,0003;0,018867925;0,3;0,3
Meillerie;53;7;1;2;08.11.2022;4;Morceau de plastique de moins de 2,5cm;G78;;;6;0,0018;0,113207547;0,3;
Meillerie;53;7;1;2;24.01.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;1;0,003;0,018867925;3;3
Meillerie;53;7;1;2;24.01.2022;1;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;14;0,0112;0,264150943;0,8;0,8
Meillerie;53;7;1;2;18.07.2022;3;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;9;0,0072;0,169811321;0,8;0,8
Meillerie;53;7;1;2;08.11.2022;4;Sagex-EPS/Polystirène expensé entre 0,5cm et 2,5cm;G81;;;1;0,0008;0,018867925;0,8;
Meillerie;53;7;1;2;24.01.2022;1;Sagex-EPS/Polystirène expensé entre 2,5cm et 50cm;G82;;;1;0,004;0,018867925;4;4
Meillerie;53;7;1;2;18.07.2022;3;Élastique pour les cheveux;G905;;RB06;1;0,001;0,018867925;1;
Meillerie;53;7;1;2;18.07.2022;3;Coton-tige;G95;98;OT02;2;0,00036;0,037735849;0,18;0,18
Meillerie;53;7;1;2;08.11.2022;4;Coton-tige;G95;98;OT02;1;0,00018;0,018867925;0,18;
Pichette;41;20;1;3;13.12.2022;4;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;2;0,000042;0,048780488;;
Pichette;41;20;1;3;14.09.2022;3;Filaments de plastique de moins de 5 mm;G113;;;2;0,00004;0,048780488;0,02;
Pichette;231;120;2;3;14.09.2022;3;Filaments de plastique de moins de 5 mm;G113;;;2;0,00004;0,008658009;0,02;
Pichette;41;20;1;3;03.02.2022;1;Sagex-EPS/Polystirène expensé de moins de 5mm;G117;;;1;1,88679E-06;0,024390244;0,001886792;
Pichette;190;100;2;3;03.02.2022;1;Ligne de pêche;G132;;;1;0,0002;0,005263158;0,2;
Pichette;41;20;1;3;11.05.2022;2;Couvercle/capuchon/bouchon plastique PET;G21;15;PL01;1;0,004;0,024390244;4;
Pichette;41;20;1;3;14.09.2022;3;Couvercle en plastique non-identifié;G23;15;PL01;2;0,014;0,048780488;7;
Pichette;231;120;2;3;14.09.2022;3;Couvercle en plastique non-identifié;G23;15;PL01;2;0,014;0,008658009;7;
Pichette;190;100;2;3;03.02.2022;1;Mégot de cigarette;G27;64;PL11;1;0,00022;0,005263158;0,22;
Pichette;41;20;1;3;14.09.2022;3;Mégot de cigarette;G27;64;PL11;2;0,00044;0,048780488;0,22;
Pichette;231;120;2;3;14.09.2022;3;Mégot de cigarette;G27;64;PL11;2;0,00044;0,008658009;0,22;
Pichette;41;20;1;3;13.12.2022;4;Mégot de cigarette;G27;64;PL11;2;0,00044;0,048780488;;
Pichette;41;20;1;3;03.02.2022;1;Feutre/Stylo;G28;17;;1;0,015;0,024390244;15;
Pichette;190;100;2;3;03.02.2022;1;Feutre/Stylo;G28;17;;1;0,015;0,005263158;15;
Pichette;41;20;1;3;03.02.2022;1;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;1;0,0006;0,024390244;0,6;
Pichette;190;100;2;3;11.05.2022;2;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;1;0,0006;0,005263158;0,6;
Pichette;41;20;1;3;11.05.2022;2;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;2;0,0012;0,048780488;0,6;
Pichette;41;20;1;3;14.09.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;3;0,0017;0,073170732;0,566666667;
Pichette;231;120;2;3;14.09.2022;3;Emballage (film) à nourriture/alimentaire/en plastique/bonbon/chips;G30;19;;3;0,0017;0,012987013;0,566666667;
Pichette;41;20;1;3;11.05.2022;2;Paille pour boisson;G35;22;PL04;1;0,001;0,024390244;1;
Pichette;41;20;1;3;11.05.2022;2;Ficelle de moins de 1cm de diamètre;G50;32;PL19;1;0,004;0,024390244;4;4
Pichette;190;100;2;3;03.02.2022;1;Cartouche/munition/balle/douille de chasse en plastique;G70;43;;1;0,0031;0,005263158;3,1;3,1
Pichette;41;20;1;3;03.02.2022;1;Morceau de plastique de moins de 2,5cm;G78;;;2;0,0006;0,048780488;0,3;0,3
Pichette;41;20;1;3;14.09.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;4;0,0012;0,097560976;0,3;0,3
Pichette;231;120;2;3;14.09.2022;3;Morceau de plastique de moins de 2,5cm;G78;;;4;0,0012;0,017316017;0,3;0,3
Pichette;190;100;2;3;03.02.2022;1;Morceau de plastique entre 2,5 et 50cm;G79;;;2;0,006;0,010526316;3;3
Pichette;41;20;1;3;14.09.2022;3;Élastique pour les cheveux;G905;;RB06;1;0,001;0,024390244;1;
Pichette;231;120;2;3;14.09.2022;3;Élastique pour les cheveux;G905;;RB06;1;0,001;0,004329004;1;
Port choiseul;297;150;2;3;16.04.2022;2;Plaquette de médicament;G100;103;;1;0,001;0,003367003;1;
Port choiseul;147;70;1;3;15.01.2022;1;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;1;0,000021;0,006802721;0,021;
Port choiseul;297;150;2;3;15.01.2022;1;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;15;0,000315;0,050505051;0,021;
Port choiseul;147;70;1;3;16.04.2022;2;Morceaux/fragments de plastique arrondis de moins de 5mm;G103;;;5;0,000105;0,034013605;0,021;
