location,date,area,length,project,doy,quantity,code,loc_date,pcs/m,pcs/m²,slug,Project,city
anthy,2022-07-20,273.0,85.0,plastock,201,0,G931,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G932,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G97,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G10,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G103,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G106,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G117,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G2,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G25,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G74,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G89,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G112,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G125,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G135,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G145,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G29,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G32,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G99,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G132,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G34,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G137,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G904,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G73,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G926,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G126,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G128,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G194,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G216,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G26,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G901,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G101,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G100,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G12,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G144,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G18,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G33,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G67,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G90,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G937,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G133,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G28,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G39,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G4,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G54,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G138,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G51,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G7,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G129,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G136,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G41,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G139,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,G61,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,Gfrags,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,Gfoam,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-07-20,273.0,85.0,plastock,201,0,Gcaps,"('anthy', '2022-07-20')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G113,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G114,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G131,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G148,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G211,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G30,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G31,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G35,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G49,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G66,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G70,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G914,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G922,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G931,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G932,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G95,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G97,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G10,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G103,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G106,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G117,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G2,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G25,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G74,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G112,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G125,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G135,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G145,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G29,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G32,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G50,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G99,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G132,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G53,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G134,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G34,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G137,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G904,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G73,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G926,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G126,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G128,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G194,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G216,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G26,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G901,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G101,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G100,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G12,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G144,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G18,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G33,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G67,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G90,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G937,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G133,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G28,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G39,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G4,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G54,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G138,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G51,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G7,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G129,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G136,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G41,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G139,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,G61,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
anthy,2022-11-23,273.0,85.0,plastock,327,0,Gcaps,"('anthy', '2022-11-23')",0.0,0.0,anthy,Testing,Anthy
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G114,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G131,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G148,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G211,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G35,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G49,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G66,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G70,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G905,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G914,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G922,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G931,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G95,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G97,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G10,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G2,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G25,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G74,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G89,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G112,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G125,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G135,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G145,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G29,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G32,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G50,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G99,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G132,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G53,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G134,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G34,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G137,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G904,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G73,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G926,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G126,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G128,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G194,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G216,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G26,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G901,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G101,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G100,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G12,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G144,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G18,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G33,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G67,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G90,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G937,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G133,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G28,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G39,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G4,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G54,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G138,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G51,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G7,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G129,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G136,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G41,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G139,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-11-05,340.0,50.0,plastock,309,0,G61,"('aubonne', '2022-11-05')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G114,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G131,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G148,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G211,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G31,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G35,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G49,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G66,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G70,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G905,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G914,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G922,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G931,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G932,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G95,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G97,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G10,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G2,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
aubonne,2022-02-06,340.0,50.0,plastock,37,0,G25,"('aubonne', '2022-02-06')",0.0,0.0,aubonne,Testing,Aubonne
