loc_date,slug,city,water_name_slug,date,doy,Project,code,pcs/m,quantity
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G150,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G151,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G152,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G153,0.06,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G154,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G155,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G156,0.31,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G157,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G158,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G159,0.04,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G160,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G161,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G162,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G165,0.02,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G166,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G167,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G168,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G17,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G170,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G171,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G172,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G173,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G174,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G175,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G176,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G177,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G178,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G179,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G180,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G181,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G182,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G183,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G185,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G186,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G188,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G19,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G190,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G191,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G193,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G194,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G195,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G196,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G197,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G198,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G199,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G2,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G20,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G200,0.54,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G201,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G202,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G203,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G204,0.17,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G205,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G207,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G208,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G210,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G211,0.02,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G213,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G214,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G22,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G25,0.12,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G26,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G27,1.42,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G28,0.02,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G29,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G3,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G30,0.52,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G31,0.19,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G32,0.12,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G33,0.06,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G34,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G35,0.04,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G36,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G37,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G38,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G39,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G4,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G40,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G41,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G43,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G48,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G49,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G5,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G50,0.02,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G51,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G52,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G53,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G55,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G56,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G59,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G6,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G60,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G61,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G62,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G63,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G64,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G65,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G66,0.1,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G67,0.08,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G68,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G7,0.02,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G70,0.04,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G71,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G73,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G74,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G8,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G84,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G87,0.19,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G88,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G89,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G9,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G90,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G91,0.04,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G92,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G93,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G94,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G95,1.1,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G96,0.04,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G97,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G98,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G99,0.04,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,G999,0.0,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,Gcaps,0.18,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,Gfoam,5.56,0
"('parc-des-pierrettes', '2016-10-13')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2016-10-13,287,Training,Gfrags,2.38,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G1,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G10,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G100,0.31,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G101,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G102,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G103,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G104,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G105,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G106,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G107,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G108,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G109,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G11,0.0,0
"('parc-des-pierrettes', '2017-10-05')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2017-10-05,278,Training,G111,0.0,0
