loc_date,slug,city,water_name_slug,date,doy,Project,code,pcs/m,quantity
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G147,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G148,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G149,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G150,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G151,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G152,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G153,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G154,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G155,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G156,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G157,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G158,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G159,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G160,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G161,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G162,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G165,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G166,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G167,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G168,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G17,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G170,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G171,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G172,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G173,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G174,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G175,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G176,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G177,0.22,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G178,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G179,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G180,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G181,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G182,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G183,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G185,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G186,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G188,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G19,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G190,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G191,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G193,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G194,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G195,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G196,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G197,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G198,0.02,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G199,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G2,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G20,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G200,0.43,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G201,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G202,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G203,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G204,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G205,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G207,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G208,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G210,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G211,0.04,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G213,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G214,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G22,0.02,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G25,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G26,0.02,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G27,0.96,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G28,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G29,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G3,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G30,0.89,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G31,0.02,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G32,0.04,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G33,0.04,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G34,0.02,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G35,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G36,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G37,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G38,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G39,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G4,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G40,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G41,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G43,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G48,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G49,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G5,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G50,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G51,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G52,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G53,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G55,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G56,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G59,0.02,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G6,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G60,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G61,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G62,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G63,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G64,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G65,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G66,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G67,0.33,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G68,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G7,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G70,0.04,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G71,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G73,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G74,0.74,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G8,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G84,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G87,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G88,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G89,0.54,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G9,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G90,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G91,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G92,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G93,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G94,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G95,0.33,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G96,0.09,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G97,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G98,0.22,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G99,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,G999,0.0,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,Gcaps,0.13,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,Gfoam,1.44,0
"('parc-des-pierrettes', '2020-10-01')",parc-des-pierrettes,Saint-Sulpice (VD),lac-leman,2020-10-01,275,Training,Gfrags,1.72,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G1,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G10,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G100,0.3,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G101,0.02,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G102,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G103,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G104,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G105,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G106,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G107,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G108,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G109,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G11,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G111,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G112,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G113,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G114,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G115,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G116,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G117,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G118,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G119,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G12,0.02,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G122,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G123,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G124,0.02,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G125,0.02,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G126,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G128,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G129,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G13,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G131,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G132,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G133,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G134,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G135,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G136,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G137,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G138,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G139,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G14,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G140,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G141,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G142,0.05,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G143,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G144,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G145,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G146,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G147,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G148,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G149,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G150,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G151,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G152,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G153,0.02,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G154,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G155,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G156,0.05,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G157,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G158,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G159,0.05,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G160,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G161,0.0,0
"('plage-de-dorigny', '2017-03-20')",plage-de-dorigny,Saint-Sulpice (VD),lac-leman,2017-03-20,79,Training,G162,0.0,0
