échantillon,slug,date,code,pcs_m,fréquentation,situation,distance,substrat
"('bouveret', '15.01.2022')",bouveret,2022-01-15,G937,0.008620689655172414,3,1,2,1
"('bouveret', '15.01.2022')",bouveret,2022-01-15,G95,0.2413793103448276,3,1,2,1
"('bouveret', '15.01.2022')",bouveret,2022-01-15,G97,0.0,3,1,2,1
"('bouveret', '15.01.2022')",bouveret,2022-01-15,G99,0.0,3,1,2,1
"('bouveret', '15.01.2022')",bouveret,2022-01-15,Gcaps,0.6379310344827587,3,1,2,1
"('bouveret', '15.01.2022')",bouveret,2022-01-15,Gfoams,0.4482758620689655,3,1,2,1
"('bouveret', '15.01.2022')",bouveret,2022-01-15,Gfrags,2.2758620689655173,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G10,0.04310344827586207,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G100,0.02586206896551724,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G101,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G102,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G103,0.02586206896551724,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G106,1.2413793103448276,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G112,0.3620689655172414,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G113,0.05172413793103448,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G114,0.04310344827586207,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G117,0.14655172413793102,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G12,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G125,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G126,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G127,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G128,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G129,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G131,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G132,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G133,0.008620689655172414,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G135,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G136,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G137,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G139,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G144,0.017241379310344827,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G145,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G148,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G155,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G159,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G165,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G18,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G194,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G2,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G211,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G25,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G26,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G27,0.9051724137931034,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G28,0.008620689655172414,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G29,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G30,1.0172413793103448,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G31,0.13793103448275862,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G32,0.04310344827586207,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G33,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G34,0.008620689655172414,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G35,0.017241379310344827,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G39,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G4,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G48,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G50,0.04310344827586207,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G53,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G54,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G66,0.017241379310344827,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G67,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G7,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G70,0.04310344827586207,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G73,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G74,0.12931034482758622,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G89,0.9741379310344828,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G90,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G901,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G905,0.034482758620689655,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G914,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G922,0.02586206896551724,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G926,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G929,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G931,0.008620689655172414,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G932,0.15517241379310345,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G937,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G95,0.5431034482758621,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G97,0.0,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,G99,0.017241379310344827,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,Gcaps,0.6810344827586207,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,Gfoams,0.27586206896551724,3,1,2,1
"('bouveret', '30.04.2022')",bouveret,2022-04-30,Gfrags,3.5172413793103448,3,1,2,1
"('clarens', '16.01.2022')",clarens,2022-01-16,G10,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G100,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G101,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G102,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G103,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G106,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G112,0.057692307692307696,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G113,0.11538461538461539,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G114,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G117,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G12,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G125,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G126,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G127,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G128,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G129,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G131,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G132,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G133,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G135,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G136,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G137,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G139,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G144,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G145,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G148,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G155,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G159,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G165,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G18,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G194,0.019230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G2,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G211,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G25,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G26,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G27,0.21153846153846154,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G28,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G29,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G30,0.21153846153846154,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G31,0.019230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G32,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G33,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G34,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G35,0.019230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G39,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G4,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G48,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G50,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G53,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G54,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G66,0.019230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G67,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G7,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G70,0.019230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G73,0.019230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G74,0.019230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G89,0.057692307692307696,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G90,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G901,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G905,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G914,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G922,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G926,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G929,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G931,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G932,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G937,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G95,0.25,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G97,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,G99,0.0,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,Gcaps,0.057692307692307696,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,Gfoams,0.19230769230769232,3,2,1,2
"('clarens', '16.01.2022')",clarens,2022-01-16,Gfrags,0.09615384615384616,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G10,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G100,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G101,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G102,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G103,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G106,0.019230769230769232,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G112,0.038461538461538464,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G113,0.019230769230769232,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G114,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G117,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G12,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G125,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G126,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G127,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G128,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G129,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G131,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G132,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G133,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G135,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G136,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G137,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G139,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G144,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G145,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G148,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G155,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G159,0.019230769230769232,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G165,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G18,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G194,0.019230769230769232,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G2,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G211,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G25,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G26,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G27,1.0769230769230769,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G28,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G29,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G30,0.15384615384615385,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G31,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G32,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G33,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G34,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G35,0.038461538461538464,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G39,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G4,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G48,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G50,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G53,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G54,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G66,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G67,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G7,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G70,0.019230769230769232,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G73,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G74,0.11538461538461539,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G89,0.038461538461538464,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G90,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G901,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G905,0.038461538461538464,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G914,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G922,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G926,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G929,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G931,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G932,0.038461538461538464,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G937,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G95,0.19230769230769232,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G97,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,G99,0.0,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,Gcaps,0.019230769230769232,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,Gfoams,0.23076923076923078,3,2,1,2
"('clarens', '17.12.2022')",clarens,2022-12-17,Gfrags,1.3269230769230769,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G10,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G100,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G101,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G102,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G103,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G106,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G112,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G113,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G114,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G117,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G12,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G125,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G126,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G127,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G128,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G129,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G131,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G132,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G133,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G135,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G136,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G137,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G139,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G144,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G145,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G148,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G155,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G159,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G165,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G18,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G194,0.11538461538461539,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G2,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G211,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G25,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G26,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G27,1.3076923076923077,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G28,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G29,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G30,0.2692307692307692,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G31,0.07692307692307693,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G32,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G33,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G34,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G35,0.019230769230769232,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G39,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G4,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G48,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G50,0.038461538461538464,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G53,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G54,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G66,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G67,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G7,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G70,0.019230769230769232,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G73,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G74,0.5,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G89,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G90,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G901,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G905,0.019230769230769232,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G914,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G922,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G926,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G929,0.019230769230769232,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G931,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G932,0.019230769230769232,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G937,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G95,0.28846153846153844,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G97,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,G99,0.0,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,Gcaps,0.038461538461538464,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,Gfoams,0.4423076923076923,3,2,1,2
"('clarens', '29.04.2022')",clarens,2022-04-29,Gfrags,1.3461538461538463,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G10,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G100,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G101,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G102,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G103,0.019230769230769232,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G106,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G112,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G113,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G114,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G117,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G12,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G125,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G126,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G127,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G128,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G129,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G131,0.057692307692307696,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G132,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G133,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G135,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G136,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G137,0.019230769230769232,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G139,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G144,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G145,0.0,3,2,1,2
"('clarens', '30.07.2022')",clarens,2022-07-30,G148,0.0,3,2,1,2
